pathway	ES	NES	pval	direction	n_genes_in_set	n_genes_after_intersection	padj	log2err	leading_edge	context	target	n_perturbed	n_control	n_genes_ranked	ranking_method	gene_filter	msigdb_collection	display_group	display_name	exact_gs_name	context_target	row_order	selection_tier	selection_reason	pathway_order	partner_context	spearman_rho	sign_agree_fraction	n_pathways
HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.342354146710565	-0.910887404627916	0.655996758508914	down	97	86	0.79999604696209	0.0208510766396599	PSMA3;IFITM2;PNPT1;PSME1;LY6E;PSME2;IFITM3;BST2;TRIM5;ISG15;RIPK2	K562_13d	EGR1	1246	3491	21713	mean_log_expr_perturbed_minus_control	False	H	Inflammatory / interferon	Interferon Alpha Response	HALLMARK_INTERFERON_ALPHA_RESPONSE	K562_13d / EGR1	15	Tier 2	top by NES variance (0.058)	3	K562_7d	0.31159663865546217	0.52	50
HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.334553081036575	-0.970923381018674	0.517394822006473	down	200	173	0.646743527508091	0.0246110343467826	PSMB2;PSMA3;IFITM2;STAT3;PSMA2;PNPT1;MTHFD2;PSME1;NFKBIA;LY6E;ST3GAL5;JAK2;NUP93;PSME2;IFITM3;BST2;PNP;ISG15;BPGM;RIPK2;CFH;BTG1;VAMP5;LYSMD2;ISOC1;SOCS1;IL7;ITGB7;TRIM14;IFNAR2;SLC25A28;IL10RA;MVP	K562_13d	EGR1	1246	3491	21713	mean_log_expr_perturbed_minus_control	False	H	Inflammatory / interferon	Interferon Gamma Response	HALLMARK_INTERFERON_GAMMA_RESPONSE	K562_13d / EGR1	15	Tier 2	top by NES variance (0.058)	4	K562_7d	0.31159663865546217	0.52	50
HALLMARK_GLYCOLYSIS	-0.456458914253268	-1.33425035917933	0.0176042088223391	down	200	184	0.176042088223391	0.154446348855961	ALDOA;LDHA;FAM162A;TPI1;SOD1;GOT2;CENPA;PGK1;MDH1;PGLS;CDK1;TSTA3;NDUFV3;HAX1;COPB2;NSDHL;B3GAT3;GALE;SDHC;DDIT4;PSMC4;AK4;QSOX1;HS2ST1;DLD;GALK1;IDH1;STMN1;MDH2;KIF2A;PGAM1;RPE;POLR3K;HK2;LHPP;MIF;ANKZF1;SLC16A3;TALDO1;CASP6;ALG1;B4GALT7;P4HA2;AURKA;BPNT1;CTH;KDELR3;GYS1;DSC2;SLC37A4;B4GALT1	K562_13d	EGR1	1246	3491	21713	mean_log_expr_perturbed_minus_control	False	H	Metabolic state	Glycolysis	HALLMARK_GLYCOLYSIS	K562_13d / EGR1	15	Tier 2	top by NES variance (0.058)	5	K562_7d	0.31159663865546217	0.52	50
HALLMARK_MTORC1_SIGNALING	-0.359604283479827	-1.05872278770292	0.288016112789527	down	200	198	0.558707119485811	0.0353254204221753	ALDOA;LDHA;CCT6A;DDX39A;CCNG1;PSMA3;PLK1;TPI1;ACTR3;PRDX1;PPA1;PGK1;MTHFD2;CACYBP;PSMB5;PNO1;GAPDH;ATP5G1;SLC2A3;SLC1A5;YKT6;PSMC2;PSME3;RDH11;DDIT4;PSMC4;COPS5;XBP1;GTF2H1;AK4;GGA2;IMMT;BTG2;CANX;IDH1;FAM129A;SLC9A3R1;ARPC5L;DHCR7;PNP;GMPS;SLC2A1;ACACA;HSPA9;HK2;ETF1;PSMA4;GSR;UCHL5;EBP	K562_13d	EGR1	1246	3491	21713	mean_log_expr_perturbed_minus_control	False	H	Metabolic state	Mtorc1 Signaling	HALLMARK_MTORC1_SIGNALING	K562_13d / EGR1	15	Tier 2	top by NES variance (0.058)	6	K562_7d	0.31159663865546217	0.52	50
HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.639620593302154	-1.88312800687492	9.643709551756273e-09	down	200	198	2.41092738793907e-07	0.747739663149885	LDHB;SLC25A5;ATP5B;LDHA;ATP5F1;NDUFC2;NDUFV1;PHB2;VDAC2;ATP5D;NDUFA3;NDUFA5;NDUFS7;ETFB;ATP5C1;VDAC1;PDHA1;NDUFA7;NDUFB7;COX5A;ECI1;HADHA;GOT2;NDUFAB1;ACADVL;GPX4;ATP5O;COX4I1;NDUFS8;MDH1;SLC25A3;ATP6V1C1;ATP5A1;ATP6V0B;CYB5R3;COX7B;SURF1;NQO2;NDUFS2;BAX;PDHB;OXA1L;FH;CYC1;UQCRC2;IDH3B;NDUFB4;COX6B1;ATP5G2;ATP5G1;NDUFA4;MRPL15;ECHS1;NDUFB2;UQCRQ;SDHC;UQCRC1;ALAS1;COX6A1;MTX2;COX6C;NDUFC1;NDUFS4;COX17;HTRA2;MRPS30;TIMM50;IDH3G;COX5B;UQCRFS1;OPA1;ATP5J2;NDUFA2;IMMT;NDUFB1;DLD;ISCA1;NDUFA9;MRPS22;IDH1;SDHD;SLC25A11;HSD17B10;MDH2;SDHA;GRPEL1;UQCR11;ATP5G3;MRPL35;SUPV3L1;HSPA9;TOMM70A;NDUFV2;ACADSB;NDUFB5;PHYH;ATP6V0E1;RHOT2;NDUFS6;ECH1;NDUFA8;MRPL34;MRPL11;ATP6V1F;RHOT1;ACAA2;DLST;CYCS	K562_13d	EGR1	1246	3491	21713	mean_log_expr_perturbed_minus_control	False	H	Metabolic state	Oxidative Phosphorylation	HALLMARK_OXIDATIVE_PHOSPHORYLATION	K562_13d / EGR1	15	Tier 2	top by NES variance (0.058)	7	K562_7d	0.31159663865546217	0.52	50
HALLMARK_E2F_TARGETS	-0.430167474544244	-1.26647019724434	0.0336354481369587	down	200	198	0.221802977768713	0.110871775183071	RNASEH2A;RAN;DDX39A;PAICS;XRCC6;CKS1B;POLD2;DCTPP1;RBBP7;PA2G4;PLK1;TUBB;RANBP1;CCNB2;CDK1;MTHFD2;SSRP1;MCM6;UBE2T;CDC20;PTTG1;TMPO;TRIP13;MCM7;SRSF2;CDKN2C;MCM3;CKS2;SNRPB;CSE1L;DNMT1;HMGA1;MXD3;STAG1;NUDT21;RFC3;RAD50;TRA2B;CBX5;DCK;CENPM;KIF2C;EXOSC8;DLGAP5;TK1;STMN1;GINS3;NME1;NOLC1;PRDX4;NUP107;SPC24;PDS5B;EZH2;H2AFZ;ASF1A;PPM1D;HELLS;KIF22;BRMS1L;DCLRE1B;ILF3;WDR90;POLA2;HUS1;ING3;LYAR;TIMELESS;IPO7;ORC2;SMC6;GINS4;DSCC1	K562_13d	EGR1	1246	3491	21713	mean_log_expr_perturbed_minus_control	False	H	Proliferation / cell cycle	E2F Targets	HALLMARK_E2F_TARGETS	K562_13d / EGR1	15	Tier 2	top by NES variance (0.058)	8	K562_7d	0.31159663865546217	0.52	50
HALLMARK_G2M_CHECKPOINT	0.374625608349143	1.10113174653338	0.198657187993681	up	200	196	0.496642969984202	0.0431492457223638	MT2A;YTHDC1;E2F4;CDC6;KPNB1;RAD21;SMC4;KATNA1;SQLE;GINS2;ORC6;HNRNPU;MYC;CUL1;CHEK1;SFPQ;ABL1;CASC5;POLE;CBX1;E2F3;HMGN2;PRIM2;RBM14;NCL;HSPA8;HIRA;CCNA2;WHSC1;MAD2L1;ATRX;CDC25A;SAP30;CUL4A;SLC38A1;CDK4;WRN;BIRC5;HN1;TFDP1;HIF1A;NUP50;CDC27;GSPT1;XPO1;CTCF;RPA2;SUV39H1;SMC1A;SETD8;CUL3;ODF2;ORC5;NUP98;H2AFX;MCM5;HIST1H2BK;DBF4	K562_13d	EGR1	1246	3491	21713	mean_log_expr_perturbed_minus_control	False	H	Proliferation / cell cycle	G2M Checkpoint	HALLMARK_G2M_CHECKPOINT	K562_13d / EGR1	15	Tier 2	top by NES variance (0.058)	9	K562_7d	0.31159663865546217	0.52	50
HALLMARK_MYC_TARGETS_V1	-0.639301244119013	-1.88356022971453	2.44399534975478e-09	down	200	199	1.22199767487739e-07	0.774939030136436	NPM1;CCT4;GNB2L1;PSMB3;LDHA;RAN;RPS2;PSMA1;XRCC6;PHB2;PSMB2;PTGES3;POLD2;CCT5;SNRPA1;EIF4A1;RPL14;HDAC2;VBP1;VDAC1;PSMA7;ILF2;MRPL23;PA2G4;PSMD8;CCT3;PSMA2;SNRPA;COX5A;GOT2;LSM7;RANBP1;FBL;NDUFAB1;SNRPD2;CCT7;TUFM;ODC1;CNBP;RPL6;PGK1;SNRPB2;SLC25A3;RAD23B;YWHAQ;UBE2E1;EXOSC7;NOP16;SSBP1;MCM6;CDC45;CDC20;CYC1;RPS10;C1QBP;APEX1;TRIM28;MCM7;TYMS;RPL22;SRSF2;HNRNPA1;IMPDH2;SNRPD1;PHB;BUB3;SRSF7;TXNL4A;CSTF2;MRPL9;SF3A1;PSMC4;COPS5;NHP2;DHX15;RFC4;U2AF1;PSMD3;TRA2B;PRPF31;GLO1;PRPS2;CANX;PABPC4;RPS5;MRPS18B;SRSF3;HDDC2;NME1;TOMM70A;NOLC1;PRDX4;G3BP1;ETF1;H2AFZ;PSMA4;SNRPG	K562_13d	EGR1	1246	3491	21713	mean_log_expr_perturbed_minus_control	False	H	Proliferation / cell cycle	Myc Targets V1	HALLMARK_MYC_TARGETS_V1	K562_13d / EGR1	15	Tier 2	top by NES variance (0.058)	10	K562_7d	0.31159663865546217	0.52	50
HALLMARK_HYPOXIA	-0.309528327388369	-0.903571101393781	0.745204926307289	down	200	182	0.846823779894646	0.0188640854345587	ALDOA;LDHA;FAM162A;TPI1;ALDOC;PGK1;TPST2;GRHPR;GAPDH;SLC2A3;SLC25A1;DDIT4;AK4;GALK1;PRDX5;NDST1;SLC2A1;HK2;SELENBP1;VHL;MIF;ANKZF1;DUSP1;XPNPEP1;BTG1;CASP6;P4HA2;KDELR3;GYS1;EFNA1;SLC37A4;PNRC1;NFIL3;MAFF;HEXA;BHLHE40;SLC6A6	K562_13d	EGR1	1246	3491	21713	mean_log_expr_perturbed_minus_control	False	H	Proteostasis / stress	Hypoxia	HALLMARK_HYPOXIA	K562_13d / EGR1	15	Tier 2	top by NES variance (0.058)	11	K562_7d	0.31159663865546217	0.52	50
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	-0.585161847641285	-1.41788336069758	0.0354884764429941	down	49	47	0.221802977768713	0.108573492628993	HMOX2;SOD1;PRDX1;GPX4;PRDX2;NDUFS2;CAT;NDUFB4;PRDX6;HHEX;PDLIM1;JUNB;TXNRD2;GLRX2;PRDX4;ATOX1;GSR;PRNP	K562_13d	EGR1	1246	3491	21713	mean_log_expr_perturbed_minus_control	False	H	Proteostasis / stress	Reactive Oxigen Species Pathway	HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	K562_13d / EGR1	15	Tier 2	top by NES variance (0.058)	12	K562_7d	0.31159663865546217	0.52	50
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	-0.399049833813679	-1.09896313123169	0.244260974627467	down	113	111	0.531002118755363	0.0388389802276081	NPM1;CKS1B;EIF4A1;HERPUD1;LSM4;MTHFD2;RPS14;YWHAZ;EIF4A2;SLC30A5;DDIT4;NHP2;XBP1;SEC31A;TUBB2A;EXOSC1;EXOSC5;DNAJC3;SRPR;HSPA9;NOLC1;EEF2;CNOT4;GEMIN4;EXOSC4;SPCS1;ATF6;CEBPG;EIF4EBP1;ARFGAP1;EDEM1;KDELR3;SLC1A4;SKIV2L2;EIF2S1	K562_13d	EGR1	1246	3491	21713	mean_log_expr_perturbed_minus_control	False	H	Proteostasis / stress	Unfolded Protein Response	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	K562_13d / EGR1	15	Tier 2	top by NES variance (0.058)	13	K562_7d	0.31159663865546217	0.52	50
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.286597706974907	-0.822206847675752	0.946966653274407	down	200	155	0.959491660047657	0.0152790580168221	VIM;TGFB1;IGFBP4;MCM7;GADD45A;CALU;ECM1;QSOX1;PDLIM4;CRLF1;COPA;TGFBR3;PLOD3	K562_13d	EGR1	1246	3491	21713	mean_log_expr_perturbed_minus_control	False	H	State remodeling	Epithelial Mesenchymal Transition	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	K562_13d / EGR1	15	Tier 2	top by NES variance (0.058)	14	K562_7d	0.31159663865546217	0.52	50
HALLMARK_APOPTOSIS	-0.337709070351084	-0.905268908624667	0.68835436382755	down	161	149	0.83052914820195	0.0137603348756177	DAP;HMGB2;TSPO;BID;LMNA;IFITM3;TOP2A;GPX4;SOD1;KRT18;DNAJA1;CDC25B;DNAJC3;GSR;ETF1;CFLAR;MCL1;DNM1L;HSPB1;SOD2;CTNNB1;CASP6;ANXA1;TNFRSF12A;BAX;DAP3;EBP;TIMP1;WEE1;TGFBR3;BCL2L2;NEFH;PSEN1;CYLD	K562_13d	ELK1	1507	3491	21713	mean_log_expr_perturbed_minus_control	False	H	Cell death / stress	Apoptosis	HALLMARK_APOPTOSIS	K562_13d / ELK1	16	Tier 2	top by NES variance (0.054)	0	K562_7d	-0.2837454981992797	0.42	50
HALLMARK_P53_PATHWAY	0.424057774696072	1.31326258313541	0.0100273473108478	up	200	192	0.0716239093631983	0.310776919977249	DDIT3;BTG1;ZFP36L1;ATF3;TXNIP;JUN;TRIB3;PRKAB1;NUPR1;PROCR;FDXR;CCNG1;VWA5A;FBXW7;OSGIN1;TRIAP1;PPP1R15A;S100A4;DDIT4;ADCK3;SAT1;DRAM1;CCNK;CCP110;RAP2B;RPL36;ABCC5;EPHX1;RPS12;SLC3A2;F2R;CD81;CGRRF1;MDM2;SLC7A11;IRAK1;IER5;MXD1;PLXNB2;HEXIM1;CTSD;LRMP;CDKN1A;RB1;HSPA4L;IER3;CTSF;CSRNP2;MXD4;TSPYL2;IFI30;PDGFA;TPD52L1;CCND3;CYFIP2;PIDD;CDKN2AIP;PRMT2;SOCS1;SFN;FOXO3;DNTTIP2;NINJ1;VDR;EPS8L2;ABHD4;GNB2L1	K562_13d	ELK1	1507	3491	21713	mean_log_expr_perturbed_minus_control	False	H	Cell death / stress	P53 Pathway	HALLMARK_P53_PATHWAY	K562_13d / ELK1	16	Tier 2	top by NES variance (0.054)	1	K562_7d	-0.2837454981992797	0.42	50
HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.511563702133949	1.5763575510353	0.0002278356986734	up	200	186	0.003797261644557	0.518848077743792	PDLIM5;BTG1;SQSTM1;MYC;ATF3;EIF1;HES1;CCNL1;JUN;KLF6;TIPARP;CXCL3;PPP1R15A;PER1;TGIF1;RIPK2;SAT1;DRAM1;SOCS3;SLC2A3;LITAF;FOSL1;NAMPT;LDLR;BIRC2;CSF1;IRS2;NFAT5;JUNB;DNAJB4;KDM6B;TANK;GADD45B;ID2;YRDC;IER5;MXD1;REL;NR4A2;CCND1;B4GALT5;CDKN1A;TRIP10;DUSP1;FUT4;IER3;NFE2L2;GCH1;NFKBIE;CD69;IL15RA	K562_13d	ELK1	1507	3491	21713	mean_log_expr_perturbed_minus_control	False	H	Cell death / stress	Tnfa Signaling Via Nfkb	HALLMARK_TNFA_SIGNALING_VIA_NFKB	K562_13d / ELK1	16	Tier 2	top by NES variance (0.054)	2	K562_7d	-0.2837454981992797	0.42	50
HALLMARK_INTERFERON_ALPHA_RESPONSE	-0.380724238602491	-0.958748525191052	0.544222539229672	down	97	86	0.716082288460095	0.0183717204394817	LY6E;BST2;PSMA3;IFITM3;PSME2;IFITM2;PNPT1;ADAR;IFI35;ISG15;IFITM1;B2M;NCOA7	K562_13d	ELK1	1507	3491	21713	mean_log_expr_perturbed_minus_control	False	H	Inflammatory / interferon	Interferon Alpha Response	HALLMARK_INTERFERON_ALPHA_RESPONSE	K562_13d / ELK1	16	Tier 2	top by NES variance (0.054)	3	K562_7d	-0.2837454981992797	0.42	50
HALLMARK_INTERFERON_GAMMA_RESPONSE	-0.366313057848205	-0.995776408430108	0.471097892150524	down	200	173	0.664972240248035	0.0190600555213734	LY6E;BST2;NUP93;STAT3;ISOC1;PSMA3;VAMP8;IFITM3;PSME2;IFITM2;LYSMD2;PNPT1;ADAR;IFI35;NFKBIA;IFNAR2;SOD2;MT2A;ISG15;STAT1;B2M	K562_13d	ELK1	1507	3491	21713	mean_log_expr_perturbed_minus_control	False	H	Inflammatory / interferon	Interferon Gamma Response	HALLMARK_INTERFERON_GAMMA_RESPONSE	K562_13d / ELK1	16	Tier 2	top by NES variance (0.054)	4	K562_7d	-0.2837454981992797	0.42	50
HALLMARK_GLYCOLYSIS	-0.462509533576202	-1.2644736131969	0.0482608137594661	down	200	184	0.206466350377789	0.0730396943187741	LDHA;ALDOA;TPI1;AURKA;ENO1;B3GAT3;CENPA;AK4;CDK1;TALDO1;CHPF;CHST2;SOD1;UGP2;STMN1;BPNT1;SLC37A4;PGK1;MIF;MDH2;HMMR;MED24;SDHC;MDH1;NDUFV3;GOT2;GOT1;KIF2A;ALDH9A1;GMPPA;PGAM1;MXI1;ERO1L;CASP6;DLD;FAM162A;ANKZF1;EGLN3;PFKP;HDLBP;B3GALT6;SLC16A3;PLOD1;B4GALT2;RARS;PAXIP1;PRPS1	K562_13d	ELK1	1507	3491	21713	mean_log_expr_perturbed_minus_control	False	H	Metabolic state	Glycolysis	HALLMARK_GLYCOLYSIS	K562_13d / ELK1	16	Tier 2	top by NES variance (0.054)	5	K562_7d	-0.2837454981992797	0.42	50
HALLMARK_MTORC1_SIGNALING	0.363768054000203	1.12667074565377	0.12961210974456	up	200	198	0.349399922570654	0.0860348143217779	DDIT3;SQLE;INSIG1;ELOVL5;IFRD1;TFRC;PPIA;SEC11A;HSPA9;SQSTM1;HPRT1;ADIPOR2;PSMD12;HSP90B1;TRIB3;PSMC4;HSPA5;HMGCR;PSMD13;EIF2S2;MLLT11;HMGCS1;PSMC2;NUPR1;P4HA1;FDXR;NFYC;CCNG1;FKBP2;ATP2A2;PPP1R15A;GLA;DDIT4;ACTR2;GMPS;SSR1;ADD3;SHMT2;PHGDH;SLC2A3;CTSC;NAMPT;LDLR;HSPA4;TMEM97;PSME3;FAM129A;ATP5G1;IDH1;ME1;UBE2D3;NMT1;POLR3G;SRD5A1;GSK3B;SLC7A11	K562_13d	ELK1	1507	3491	21713	mean_log_expr_perturbed_minus_control	False	H	Metabolic state	Mtorc1 Signaling	HALLMARK_MTORC1_SIGNALING	K562_13d / ELK1	16	Tier 2	top by NES variance (0.054)	6	K562_7d	-0.2837454981992797	0.42	50
HALLMARK_OXIDATIVE_PHOSPHORYLATION	-0.541658645690364	-1.4909288202876	0.0007489960655254	down	200	198	0.0093624508190682	0.477270815362862	NDUFS7;LDHA;NDUFB7;ECI1;NDUFS6;TIMM13;NDUFV2;NQO2;NDUFAB1;COX11;IMMT;ATP6V1E1;GPI;VDAC3;IDH3G;ATP5D;ATP5A1;MRPL11;PDHA1;PDHB;MRPS12;COX5A;ATP6V1F;MRPS22;GPX4;UQCRFS1;NDUFA7;AIFM1;HSD17B10;ACADVL;COX5B;PHB2;NDUFC2;LDHB;NDUFV1;ATP5F1;UQCR11;NDUFA5;MDH2;COX7A2;UQCRC1;MGST3;POLR2F;ISCA1;FXN;SURF1;MRPL15;SDHC;MDH1;NDUFA4;COX7B;CYB5R3;GOT2;ATP6V1G1;HCCS;ATP5G3;UQCRQ;UQCR10;POR;IDH2;ACAA2;COX6B1;NDUFA1;SDHA;COX6C;TIMM10;GRPEL1;TOMM70A;CYC1;NDUFA8;ECHS1;BAX;ISCU;DLD;ETFB;NDUFA9;ATP6V0B;SLC25A12	K562_13d	ELK1	1507	3491	21713	mean_log_expr_perturbed_minus_control	False	H	Metabolic state	Oxidative Phosphorylation	HALLMARK_OXIDATIVE_PHOSPHORYLATION	K562_13d / ELK1	16	Tier 2	top by NES variance (0.054)	7	K562_7d	-0.2837454981992797	0.42	50
HALLMARK_E2F_TARGETS	-0.582294837983154	-1.60278094471709	2.67312317516934e-05	down	200	198	0.0006682807937923	0.575610261071129	RANBP1;CKS2;HN1;AURKA;PAICS;POLD2;PLK1;CDC20;DCTPP1;CCNB2;DDX39A;SMC1A;DUT;HMGB2;NME1;RPA3;PRDX4;RAN;CDK1;TBRG4;ASF1B;MCM7;TOP2A;BIRC5;KIF22;UBE2T;RBBP7;H2AFZ;DNMT1;RAD51C;EIF2S1;CDK4;SPC24;STMN1;HNRNPD;RNASEH2A;CKS1B;MYBL2;TACC3;SRSF2;POLD1;MKI67;RRM2;CDC25B;SMC3;TRIP13;RAD1;HMMR;EXOSC8;PA2G4;HMGA1;RPA2;SNRPB;MCM6;XRCC6;CDKN2C;DEK;UBE2S;SSRP1;CDKN3;HELLS;MMS22L;AK2;RFC3;MAD2L1;TCF19;CIT;POLA2;TRA2B;DCK;RFC2;MRE11A;MSH2;PSMC3IP;MCM2;SRSF1;LBR;UBR7;KPNA2;GINS4;SUV39H1;RAD51AP1;MCM4;HUS1;NOLC1;BRMS1L;WEE1;SPAG5;RQCD1;EZH2;POLE4;ORC2;SHMT1;TK1;PRPS1	K562_13d	ELK1	1507	3491	21713	mean_log_expr_perturbed_minus_control	False	H	Proliferation / cell cycle	E2F Targets	HALLMARK_E2F_TARGETS	K562_13d / ELK1	16	Tier 2	top by NES variance (0.054)	8	K562_7d	-0.2837454981992797	0.42	50
HALLMARK_G2M_CHECKPOINT	-0.531526748203592	-1.46069032507555	0.0013017759028379	down	200	196	0.0130177590283795	0.45505986738723	SNRPD1;CKS2;HN1;AURKA;TGFB1;PLK1;CDC20;HSPA8;CCNB2;DDX39A;SMC1A;CENPA;H2AFV;CDK1;ODC1;TOP2A;TLE3;BIRC5;KIF22;TROAP;H2AFZ;CDK4;TPX2;STMN1;HNRNPD;EWSR1;CKS1B;MYBL2;TACC3;E2F1;SRSF2;CCNA2;MKI67;PRC1;SMC2;CDC25B;CHAF1A;HIST1H2BK;HMMR;DR1;HMGA1;RPA2;NDC80;TNPO2;CENPF;MCM6;MNAT1;CDKN2C;UBE2S;DTYMK;CDKN3;NEK2;MAD2L1;POLA2;TRA2B;MT2A;AMD1;NCL;NUP98;MCM2;BUB3;SLC12A2;SRSF1;LBR;KPNA2;UPF1;SUV39H1;CUL3;HNRNPU;E2F4;DBF4;PAPD7;DKC1;KIF11;FBXO5;HUS1;WHSC1;CDC45;NOLC1;EZH2;FANCC;RAD54L;CCNF;CASC5;CDC6;RBL1;PRMT5;CDC7;KIF23;SLC7A5;ODF2;KIF2C;PURA;NUP50;BUB1;GINS2;ESPL1	K562_13d	ELK1	1507	3491	21713	mean_log_expr_perturbed_minus_control	False	H	Proliferation / cell cycle	G2M Checkpoint	HALLMARK_G2M_CHECKPOINT	K562_13d / ELK1	16	Tier 2	top by NES variance (0.054)	9	K562_7d	-0.2837454981992797	0.42	50
HALLMARK_MYC_TARGETS_V1	-0.629593725288635	-1.73315021791614	5.77393938577381e-07	down	200	199	2.88696969288691e-05	0.659444398037935	SRM;LDHA;SSBP1;C1QBP;SNRPD1;RANBP1;PHB;SRSF3;SNRPA;RPS2;EIF3B;POLD2;SNRPD2;NDUFAB1;EIF1AX;CDC20;PSMD8;PSMB3;MRPL23;EIF4G2;SERBP1;VDAC3;COPS5;ACP1;SNRPG;DUT;UBE2E1;NME1;PRDX4;CCT7;RAN;TRIM28;TYMS;COX5A;RPL14;CBX3;HSPE1;PSMA1;MCM7;CAD;PSMA7;ODC1;PSMD14;PCBP1;TCP1;SRSF7;CNBP;HNRNPC;H2AFZ;EIF2S1;CDK4;EEF1B2;HNRNPD;HDGF;FBL;PHB2;LSM7;SRSF2;CCNA2;AIMP2;RUVBL2;HDDC2;PABPC4;PGK1;RFC4;CCT5;TXNL4A;CCT3;PTGES3;YWHAQ;RSL1D1;HNRNPA2B1;PA2G4;PPM1G;ETF1;RPL22;IMPDH2;MCM6;EIF4A1;XRCC6;GOT2;ERH;DEK;NCBP2;HDAC2;MAD2L1;PSMD3;TRA2B;PRPS2;NCBP1;MCM2;TARDBP;TOMM70A;BUB3;SRSF1;CYC1;KPNA2;SNRPA1;HSPD1;RPS10;HNRNPU;PSMC6;NOP16;PSMD1;MCM4;SF3B3;EIF3J;CDC45;CSTF2;NOLC1;U2AF1	K562_13d	ELK1	1507	3491	21713	mean_log_expr_perturbed_minus_control	False	H	Proliferation / cell cycle	Myc Targets V1	HALLMARK_MYC_TARGETS_V1	K562_13d / ELK1	16	Tier 2	top by NES variance (0.054)	10	K562_7d	-0.2837454981992797	0.42	50
HALLMARK_HYPOXIA	-0.395118165524546	-1.07914828383019	0.278977126702647	down	200	182	0.506493506493507	0.0274008896033539	LDHA;HK1;ALDOA;TPI1;GAPDH;ENO1;GPI;SLC25A1;GRHPR;AK4;TGM2;CHST2;ANXA2;UGP2;PFKL;SLC37A4;PGK1;MIF;PTRF;MT2A;MXI1;ERO1L;SLC6A6;CASP6;PRDX5;FAM162A;ANKZF1;RBPJ;PFKP;HDLBP;SIAH2;B3GALT6;ALDOC	K562_13d	ELK1	1507	3491	21713	mean_log_expr_perturbed_minus_control	False	H	Proteostasis / stress	Hypoxia	HALLMARK_HYPOXIA	K562_13d / ELK1	16	Tier 2	top by NES variance (0.054)	11	K562_7d	-0.2837454981992797	0.42	50
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	-0.562049798541737	-1.30094837225404	0.095201357815152	down	49	47	0.331973714026739	0.0562847952048854	PRDX1;PRDX2;FTL;PRDX4;ATOX1;HMOX2;GPX4;SOD1;HHEX;CAT;GSR;PDLIM1;PRNP;SOD2;ERCC2	K562_13d	ELK1	1507	3491	21713	mean_log_expr_perturbed_minus_control	False	H	Proteostasis / stress	Reactive Oxigen Species Pathway	HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY	K562_13d / ELK1	16	Tier 2	top by NES variance (0.054)	12	K562_7d	-0.2837454981992797	0.42	50
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.398586044703711	1.1536284401187	0.134558823529412	up	113	111	0.349399922570654	0.0740705739921772	SPCS3;ATF4;SEC11A;NPM1;HSPA9;SKIV2L2;ATF3;HSP90B1;ARFGAP1;XPOT;HSPA5;EIF4A2;EEF2;CXXC1;DDIT4;KDELR3;SSR1;CNOT6;EXOSC5;PARN;ERN1;HERPUD1;SRPRB;WIPI1;NFYB;EXOSC9;TTC37;YWHAZ;GOSR2;TATDN2	K562_13d	ELK1	1507	3491	21713	mean_log_expr_perturbed_minus_control	False	H	Proteostasis / stress	Unfolded Protein Response	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	K562_13d / ELK1	16	Tier 2	top by NES variance (0.054)	13	K562_7d	-0.2837454981992797	0.42	50
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	-0.459019984101715	-1.2353035742829	0.077003529873186	down	200	155	0.296167422589177	0.0576940932334375	EMP3;TGFB1;IGFBP4;TGM2;MCM7;CD59;LGALS1;CALU;LEPRE1;SLC6A8;ITGB1;BMP1;CRLF1;TNFRSF12A;FLNA;TPM4;TIMP1;PLOD1;MSX1;TGFBR3	K562_13d	ELK1	1507	3491	21713	mean_log_expr_perturbed_minus_control	False	H	State remodeling	Epithelial Mesenchymal Transition	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	K562_13d / ELK1	16	Tier 2	top by NES variance (0.054)	14	K562_7d	-0.2837454981992797	0.42	50
