context	cell_line	target_gene	shift_percentile	dependency_percentile	endpoint_category	evidence_role	category_interpretation
Jurkat day 7	Jurkat	LSM5	0.31950207468879666		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	LSM6	0.9270895080023711		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	LTBP3	0.0954356846473029		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	LTV1	0.8358032009484292		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	LURAP1	0.3378778897451097		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MAGOH	0.3117960877296977		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MALSU1	0.6988737403675163		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MANF	0.1114404267931239		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MARS2	0.3900414937759336		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MASTL	0.5168938944872555		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MAU2	0.994665085951393		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MAX	0.9288678126852401		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MBD3	0.15234143449911083		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MBIP	0.6959098992294013		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MBNL1	0.7415530527563723		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MBTPS1	0.15056312981624184		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MBTPS2	0.2815649081209247		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MCM2	0.6478956727919384		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MCM3	0.3959691760521636		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MCM5	0.5411973918197984		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MCM6	0.3058684054534677		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MCMBP	0.5572021339656195		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MED1	0.5417901600474214		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MED11	0.992294013040901		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MED12	0.13396561944279786		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MED14	0.915234143449911		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MED16	0.7338470657972732		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MED18	0.6935388263189093		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MED20	0.8032009484291642		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MED21	0.999407231772377		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MED22	0.949021932424422		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MED26	0.7498518079430943		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MED31	0.9590989922940131		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MED4	0.978660343805572		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MED8	0.8571428571428571		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MED9	0.9869590989922941		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MEIS3	0.9229401304090101		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MEN1	0.42797866034380555		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MEPCE	0.36870183758150565		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	METAP1	0.25370480142264373		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	METAP2	0.6372258446947243		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	METTL1	0.24540604623592174		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	METTL14	0.8796680497925311		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	METTL16	0.6241849436870184		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	METTL17	0.34499110847658565		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	METTL23	0.18553645524599882		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	METTL3	0.6395969176052163		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MEX3A	0.6147006520450504		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MFN2	0.05868405453467694		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MIOS	0.7344398340248963		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MIPEP	0.18494368701837582		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MIS18A	0.44813278008298757		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MLLT6	0.7368109069353883		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MLST8	0.6911677534084173		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MMGT1	0.6064018968583283		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MMP17	0.7540011855364552		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MMS19	0.2993479549496147		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MOB4	0.2987551867219917		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MOCS3	0.5097806757557795		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MOG	0.47717842323651455		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MOK	0.5696502667457024		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MPG	0.7350326022525193		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRGBP	0.42382928275044457		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPL1	0.2827504445761707		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPL10	0.4309425014819206		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPL13	0.7302904564315352		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPL14	0.5281564908120925		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPL15	0.5494961470065205		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPL16	0.2732661529342027		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPL17	0.5074096028452875		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPL18	0.6473029045643154		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPL19	0.6781268524007114		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPL2	0.6283343212803794		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPL20	0.6508595139300534		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPL23	0.5145228215767634		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPL24	0.4054534676941316		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPL27	0.26259632483698875		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPL28	0.3965619442797866		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPL3	0.30409010077059867		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPL33	0.4878482513337285		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPL34	0.5133372851215174		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPL35	0.0978067575577949		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPL36	0.01896858328393598		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPL37	0.5340841730883225		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPL38	0.4297569650266746		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPL39	0.2151748666271488		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPL4	0.5091879075281565		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPL41	0.37285121517486663		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPL42	0.5240071132187315		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPL44	0.6235921754593954		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPL46	0.46591582691167754		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPL49	0.9010077059869591		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPL50	0.43687018375815057		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPL53	0.48014226437462953		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPL54	0.15649081209247184		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPL9	0.4700652045050385		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPS10	0.3633669235328986		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPS11	0.4167160640189686		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPS12	0.6069946650859513		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPS16	0.16716064018968582		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPS17	0.34202726733847066		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPS18A	0.6075874333135743		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPS18C	0.6301126259632484		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPS2	0.4919976289270895		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPS22	0.5394190871369294		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPS23	0.45168938944872555		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPS25	0.3236514522821577		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPS26	0.3212803793716657		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPS27	0.3918197984588026		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPS28	0.6710136336692353		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPS30	0.6224066390041494		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPS31	0.6093657379964433		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPS33	0.5459395376407824		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPS34	0.16301126259632484		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPS35	0.26556016597510373		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPS5	0.1890930646117368		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPS6	0.27860106698280973		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPS7	0.28986366330764674		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRPS9	0.24362774155305275		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MRTO4	0.7966804979253111		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MSL1	0.4208654416123296		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MT2A	0.4321280379371666		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MTBP	0.6366330764671013		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MTCP1	0.5512744516893895		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MTG2	0.14582098399525786		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MTOR	0.943687018375815		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MVD	0.5820983995257855		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MYO1H	0.2157676348547718		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	MZF1	0.24599881446354474		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NAA15	0.5892116182572614		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NAA20	0.5607587433313574		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NAA25	0.4475400118553646		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NAA30	0.5115589804386484		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NAA35	0.07053941908713693		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NAA50	0.6609365737996443		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NACA	0.9555423829282751		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NAF1	0.25903971547125076		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NAGLU	0.033787788974510964		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NAPA	0.6799051570835803		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NARS2	0.03556609365737996		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NASP	0.24836988737403676		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NBAS	0.41197391819798457		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NBEAL1	0.0877296976882039		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NBPF3	0.3521043272080617		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NCAPD2	0.43924125666864255		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NCAPD3	0.25133372851215174		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NCAPH2	0.38648488441019563		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NCKAP1	0.3924125666864256		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NCL	0.2886781268524007		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NCOA4	0.5328986366330765		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NDC1	0.2039122703023118		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NDOR1	0.44339063426200354		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NDUFA11	0.5826911677534085		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NDUFA3	0.4202726733847066		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NDUFA4	0.33550681683461764		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NDUFA6	0.35743924125666865		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NDUFAB1	0.33135743924125666		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NDUFAF3	0.42738589211618255		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NDUFB3	0.17723770005927683		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NDUFB4	0.3224659158269117		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NDUFB6	0.4825133372851215		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NDUFB7	0.5915826911677534		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NDUFB8	0.5204505038529935		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NDUFS3	0.4991108476585655		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NDUFS5	0.33017190278601066		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NDUFV2	0.7279193835210432		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NELFA	0.7717842323651453		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NELFB	0.6840545346769413		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NELFCD	0.7510373443983402		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NELFE	0.7545939537640782		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NF1	0.5269709543568465		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NFKBIE	0.7024303497332542		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NHLRC2	0.31890930646117366		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NHP2	0.5548310610551275		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NISCH	0.12744516893894486		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NKAP	0.9282750444576171		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NLE1	0.7433313574392413		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NMD3	0.8186129223473622		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NMT1	0.7142857142857143		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NOB1	0.6040308239478364		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NOC3L	0.7255483106105513		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NOC4L	0.6668642560758743		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NOL11	0.8352104327208062		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NOL12	0.6467101363366924		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NOL7	0.3100177830468287		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NOL8	0.7285121517486662		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NOL9	0.8844101956135151		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NOLC1	0.46532305868405455		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NOM1	0.6733847065797274		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NOMO1	0.3266152934202727		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NOP14	0.5577949021932425		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
Jurkat day 7	Jurkat	NOP56	0.5388263189093064		middle	secondary_endpoint_extension	operational endpoint-aligned recovery annotation; not primary model-audit evidence
