axis_id	axis_family	architecture_role	consistency_class	axis_annotation_confidence	n_targets	targets	fraction_q1_mean	fraction_q2_mean	fraction_q3_mean	shift_lift_mean	depmap_lift_mean	shift_r2_mean	depmap_r2_mean	sharedness_delta	explanatory_call	formal_call_eligible	call_tier	panel	bootstrap_replicates_completed	bootstrap_shift_r2_mean	bootstrap_shift_r2_p10	bootstrap_shift_r2_p90	bootstrap_dep_r2_mean	bootstrap_dep_r2_p10	bootstrap_dep_r2_p90	bootstrap_dominant_call	bootstrap_dominant_call_fraction	bootstrap_stability_call	database	term	NES_or_effect	FDR	leading_edge_size	overlap_gene_count	term_gene_count_in_universe	axis_gene_count	overlap_genes	object	level	structural_stability	cutoff_stability	bootstrap_status	covariate_status	evidence_tier	allowed_wording	disallowed_wording
ribosomal / translation																		c											GO_BP	Cellular Response to Oxidative Stress (GO:0034599)	1.0	0.1329787234042553	1.0	1.0	5.0	1.0	RPS3									
ribosomal / translation																		c											GO_BP	Cellular Response to Oxygen-Containing Compound (GO:1901701)	1.0	0.1329787234042553	1.0	1.0	5.0	1.0	RPS3									
ribosomal / translation																		c											GO_BP	Cellular Response to Reactive Oxygen Species (GO:0034614)	1.0	0.1329787234042553	1.0	1.0	3.0	1.0	RPS3									
ribosomal / translation																		c											GO_BP	DNA Damage Response (GO:0006974)	1.0	0.1329787234042553	1.0	1.0	3.0	1.0	RPS3									
ribosomal / translation																		c											GO_BP	DNA Metabolic Process (GO:0006259)	1.0	0.1329787234042553	1.0	1.0	4.0	1.0	RPS3									
ribosomal / translation																		c											GO_BP	DNA Repair (GO:0006281)	1.0	0.1329787234042553	1.0	1.0	3.0	1.0	RPS3									
ribosomal / translation																		c											GO_BP	Negative Regulation of Gene Expression (GO:0010629)	1.0	0.1329787234042553	1.0	1.0	5.0	1.0	RPS3									
ribosomal / translation																		c											GO_BP	Negative Regulation of Protein Metabolic Process (GO:0051248)	1.0	0.1329787234042553	1.0	1.0	3.0	1.0	RPS3									
ribosomal / translation																		c											GO_BP	Negative Regulation of Protein Modification by Small Protein Conjugation or Removal (GO:1903321)	1.0	0.1329787234042553	1.0	1.0	3.0	1.0	RPS3									
ribosomal / translation																		c											GO_BP	Negative Regulation of Protein Ubiquitination (GO:0031397)	1.0	0.1329787234042553	1.0	1.0	3.0	1.0	RPS3									
ribosomal / translation																		c											GO_BP	Positive Regulation of Apoptotic Process (GO:0043065)	1.0	0.1329787234042553	1.0	1.0	3.0	1.0	RPS3									
ribosomal / translation																		c											GO_BP	Positive Regulation of Cytokine Production (GO:0001819)	1.0	0.1329787234042553	1.0	1.0	5.0	1.0	RPS3									
ribosomal / translation																		c											GO_BP	Positive Regulation of DNA Repair (GO:0045739)	1.0	0.1329787234042553	1.0	1.0	3.0	1.0	RPS3									
ribosomal / translation																		c											GO_BP	Positive Regulation of DNA-binding Transcription Factor Activity (GO:0051091)	1.0	0.1329787234042553	1.0	1.0	4.0	1.0	RPS3									
ribosomal / translation																		c											GO_BP	Positive Regulation of NF-kappaB Transcription Factor Activity (GO:0051092)	1.0	0.1329787234042553	1.0	1.0	4.0	1.0	RPS3									
ribosomal / translation																		c											GO_BP	Protein Metabolic Process (GO:0019538)	1.0	0.1329787234042553	1.0	1.0	3.0	1.0	RPS3									
ribosomal / translation																		c											GO_BP	Regulation of DNA Repair (GO:0006282)	1.0	0.1329787234042553	1.0	1.0	5.0	1.0	RPS3									
ribosomal / translation																		c											GO_BP	Regulation of Programmed Cell Death (GO:0043067)	1.0	0.1329787234042553	1.0	1.0	3.0	1.0	RPS3									
ribosomal / translation																		c											GO_BP	Regulation of Translation (GO:0006417)	1.0	0.1329787234042553	1.0	1.0	3.0	1.0	RPS3									
ribosomal / translation																		c											GO_BP	Positive Regulation of Gene Expression (GO:0010628)	1.0	0.1934235976789168	1.0	1.0	8.0	1.0	RPS3									
ribosomal / translation																		c											GO_BP	Positive Regulation of Macromolecule Biosynthetic Process (GO:0010557)	1.0	0.1934235976789168	1.0	1.0	8.0	1.0	RPS3									
ribosomal / translation																		c											GO_BP	Regulation of Apoptotic Process (GO:0042981)	1.0	0.2312673450508788	1.0	1.0	10.0	1.0	RPS3									
ribosomal / translation																		c											GO_BP	Positive Regulation of Intracellular Signal Transduction (GO:1902533)	1.0	0.2437943262411347	1.0	1.0	11.0	1.0	RPS3									
ribosomal / translation																		c											GO_BP	Regulation of Gene Expression (GO:0010468)	1.0	0.3617021276595744	1.0	1.0	17.0	1.0	RPS3									
ribosome biogenesis / nucleolar																		c											GO_BP	Chromatin Organization (GO:0006325)	1.0	0.1773049645390071	1.0	1.0	5.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		c											GO_BP	Chromatin Remodeling (GO:0006338)	1.0	0.1773049645390071	1.0	1.0	5.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		c											GO_BP	DNA Damage Response (GO:0006974)	1.0	0.1773049645390071	1.0	1.0	3.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		c											GO_BP	DNA Metabolic Process (GO:0006259)	1.0	0.1773049645390071	1.0	1.0	4.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		c											GO_BP	DNA Repair (GO:0006281)	1.0	0.1773049645390071	1.0	1.0	3.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		c											GO_BP	Negative Regulation of Cell Population Proliferation (GO:0008285)	1.0	0.1773049645390071	1.0	1.0	3.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		c											GO_BP	Negative Regulation of Cellular Process (GO:0048523)	1.0	0.1773049645390071	1.0	1.0	4.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		c											GO_BP	Positive Regulation of Cell Population Proliferation (GO:0008284)	1.0	0.1773049645390071	1.0	1.0	3.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		c											GO_BP	Positive Regulation of Cellular Process (GO:0048522)	1.0	0.1773049645390071	1.0	1.0	5.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		c											GO_BP	Positive Regulation of DNA-binding Transcription Factor Activity (GO:0051091)	1.0	0.1773049645390071	1.0	1.0	4.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		c											GO_BP	Positive Regulation of NF-kappaB Transcription Factor Activity (GO:0051092)	1.0	0.1773049645390071	1.0	1.0	4.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		c											GO_BP	Protein Localization to Nucleus (GO:0034504)	1.0	0.1773049645390071	1.0	1.0	3.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		c											GO_BP	Regulation of Cellular Response to Stress (GO:0080135)	1.0	0.1773049645390071	1.0	1.0	4.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		c											GO_BP	Regulation of Protein Phosphorylation (GO:0001932)	1.0	0.1773049645390071	1.0	1.0	3.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		c											GO_BP	Regulation of Translation (GO:0006417)	1.0	0.1773049645390071	1.0	1.0	3.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		c											GO_BP	Negative Regulation of Programmed Cell Death (GO:0043069)	1.0	0.1877346683354193	1.0	1.0	6.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		c											GO_BP	Regulation of Cell Population Proliferation (GO:0042127)	1.0	0.1877346683354193	1.0	1.0	6.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		c											GO_BP	Negative Regulation of Apoptotic Process (GO:0043066)	1.0	0.2068557919621749	1.0	1.0	7.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		c											GO_BP	Positive Regulation of Gene Expression (GO:0010628)	1.0	0.2239641657334826	1.0	1.0	8.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		c											GO_BP	Positive Regulation of RNA Biosynthetic Process (GO:1902680)	1.0	0.2532928064842958	1.0	1.0	10.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		c											GO_BP	Regulation of Apoptotic Process (GO:0042981)	1.0	0.2532928064842958	1.0	1.0	10.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		c											GO_BP	Positive Regulation of Transcription by RNA Polymerase II (GO:0045944)	1.0	0.4593810444874275	1.0	1.0	19.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		c											GO_BP	Positive Regulation of DNA-templated Transcription (GO:0045893)	1.0	0.5319148936170214	1.0	1.0	23.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		c											GO_BP	Regulation of DNA-templated Transcription (GO:0006355)	1.0	0.6205673758865249	1.0	1.0	28.0	1.0	NPM1									
ribosome biogenesis / nucleolar																		c											GO_BP	Regulation of Transcription by RNA Polymerase II (GO:0006357)	1.0	0.6808510638297873	1.0	1.0	32.0	1.0	NPM1									
signaling / oncogene																		c											GO_BP	+ Reg of Phosphatidylinositol 3-Kinase/Prot Kinase B Signal Transduction (GO:0051897)	1.0	0.2066869300911854	1.0	1.0	3.0	1.0	MTDH									
signaling / oncogene																		c											GO_BP	Positive Regulation of Angiogenesis (GO:0045766)	1.0	0.2066869300911854	1.0	1.0	3.0	1.0	MTDH									
signaling / oncogene																		c											GO_BP	Positive Regulation of Autophagy (GO:0010508)	1.0	0.2066869300911854	1.0	1.0	3.0	1.0	MTDH									
signaling / oncogene																		c											GO_BP	Positive Regulation of DNA-binding Transcription Factor Activity (GO:0051091)	1.0	0.2066869300911854	1.0	1.0	4.0	1.0	MTDH									
signaling / oncogene																		c											GO_BP	Positive Regulation of NF-kappaB Transcription Factor Activity (GO:0051092)	1.0	0.2066869300911854	1.0	1.0	4.0	1.0	MTDH									
signaling / oncogene																		c											GO_BP	Regulation of Autophagy (GO:0010506)	1.0	0.2066869300911854	1.0	1.0	4.0	1.0	MTDH									
signaling / oncogene																		c											GO_BP	Regulation of Phosphatidylinositol 3-Kinase/Protein Kinase B Signal Transduction (GO:0051896)	1.0	0.2066869300911854	1.0	1.0	3.0	1.0	MTDH									
signaling / oncogene																		c											GO_BP	Negative Regulation of Programmed Cell Death (GO:0043069)	1.0	0.2170212765957447	1.0	1.0	6.0	1.0	MTDH									
signaling / oncogene																		c											GO_BP	Positive Regulation of Canonical NF-kappaB Signal Transduction (GO:0043123)	1.0	0.2170212765957447	1.0	1.0	5.0	1.0	MTDH									
signaling / oncogene																		c											GO_BP	Regulation of Canonical NF-kappaB Signal Transduction (GO:0043122)	1.0	0.2170212765957447	1.0	1.0	6.0	1.0	MTDH									
signaling / oncogene																		c											GO_BP	Negative Regulation of Apoptotic Process (GO:0043066)	1.0	0.230174081237911	1.0	1.0	7.0	1.0	MTDH									
signaling / oncogene																		c											GO_BP	Regulation of Apoptotic Process (GO:0042981)	1.0	0.3014184397163121	1.0	1.0	10.0	1.0	MTDH									
signaling / oncogene																		c											GO_BP	Positive Regulation of Intracellular Signal Transduction (GO:1902533)	1.0	0.3060556464811784	1.0	1.0	11.0	1.0	MTDH									
signaling / oncogene																		c											GO_BP	Negative Regulation of Transcription by RNA Polymerase II (GO:0000122)	1.0	0.3358662613981762	1.0	1.0	13.0	1.0	MTDH									
signaling / oncogene																		c											GO_BP	Negative Regulation of DNA-templated Transcription (GO:0045892)	1.0	0.4099290780141843	1.0	1.0	17.0	1.0	MTDH									
signaling / oncogene																		c											GO_BP	Regulation of DNA-templated Transcription (GO:0006355)	1.0	0.6329787234042553	1.0	1.0	28.0	1.0	MTDH									
signaling / oncogene																		c											GO_BP	Regulation of Transcription by RNA Polymerase II (GO:0006357)	1.0	0.6808510638297873	1.0	1.0	32.0	1.0	MTDH									
synaptic / signaling																		c											GO_BP	Positive Regulation of DNA-binding Transcription Factor Activity (GO:0051091)	1.0	0.2127659574468085	1.0	1.0	4.0	1.0	ERC1									
synaptic / signaling																		c											GO_BP	Positive Regulation of NF-kappaB Transcription Factor Activity (GO:0051092)	1.0	0.2127659574468085	1.0	1.0	4.0	1.0	ERC1									
synaptic / signaling																		c											GO_BP	Regulation of RNA Biosynthetic Process (GO:2001141)	1.0	0.2836879432624114	1.0	1.0	8.0	1.0	ERC1									
synaptic / signaling																		c											GO_BP	Regulation of Gene Expression (GO:0010468)	1.0	0.452127659574468	1.0	1.0	17.0	1.0	ERC1									
synaptic / signaling																		c											GO_BP	Regulation of DNA-templated Transcription (GO:0006355)	1.0	0.5957446808510638	1.0	1.0	28.0	1.0	ERC1									
transcription / chromatin																		c											GO_BP	Regulation of Cellular Response to Stress (GO:0080135)	1.0	0.0416281221091581	2.0	2.0	4.0	2.0	ENY2; TADA3									
transcription / chromatin																		c											GO_BP	Regulation of DNA Metabolic Process (GO:0051052)	1.0	0.0416281221091581	2.0	2.0	3.0	2.0	ENY2; TADA3									
transcription / chromatin																		c											GO_BP	Regulation of DNA Repair (GO:0006282)	1.0	0.0462534690101757	2.0	2.0	5.0	2.0	ENY2; TADA3									
transcription / chromatin																		c											GO_BP	Positive Regulation of RNA Biosynthetic Process (GO:1902680)	1.0	0.1561054579093432	2.0	2.0	10.0	2.0	ENY2; TADA3									
transcription / chromatin																		c											GO_BP	Regulation of Gene Expression (GO:0010468)	1.0	0.3774283071230342	2.0	2.0	17.0	2.0	ENY2; TADA3									
transcription / chromatin																		c											GO_BP	Nuclear Receptor-Mediated Steroid Hormone Signaling Pathway (GO:0030518)	0.5	0.4116558741905644	1.0	1.0	4.0	2.0	TADA3									
transcription / chromatin																		c											GO_BP	Positive Regulation of Gene Expression (GO:0010628)	0.5	0.4288958035489025	1.0	1.0	8.0	2.0	TADA3									
transcription / chromatin																		c											GO_BP	Positive Regulation of Macromolecule Biosynthetic Process (GO:0010557)	0.5	0.4288958035489025	1.0	1.0	8.0	2.0	TADA3									
transcription / chromatin																		c											GO_BP	Regulation of Cell Cycle (GO:0051726)	0.5	0.4288958035489025	1.0	1.0	5.0	2.0	TADA3									
transcription / chromatin																		c											GO_BP	Regulation of RNA Biosynthetic Process (GO:2001141)	0.5	0.4288958035489025	1.0	1.0	8.0	2.0	TADA3									
transcription / chromatin																		c											GO_BP	Positive Regulation of DNA-templated Transcription (GO:0045893)	1.0	0.4288958035489025	2.0	2.0	23.0	2.0	ENY2; TADA3									
transcription / chromatin																		c											GO_BP	Regulation of DNA-templated Transcription (GO:0006355)	1.0	0.4370952821461609	2.0	2.0	28.0	2.0	ENY2; TADA3									
transcription / chromatin																		c											GO_BP	Negative Regulation of Transcription by RNA Polymerase II (GO:0000122)	0.5	0.5153957975419585	1.0	1.0	13.0	2.0	TADA3									
transcription / chromatin																		c											GO_BP	Regulation of Transcription by RNA Polymerase II (GO:0006357)	1.0	0.5153957975419585	2.0	2.0	32.0	2.0	ENY2; TADA3									
transcription / chromatin																		c											GO_BP	Negative Regulation of DNA-templated Transcription (GO:0045892)	0.5	0.5975948196114709	1.0	1.0	17.0	2.0	TADA3									
transcription regulation																		c											GO_BP	Chromatin Organization (GO:0006325)	0.1	0.932782395231557	1.0	1.0	5.0	10.0	MIER1									
transcription regulation																		c											GO_BP	Chromatin Remodeling (GO:0006338)	0.1	0.932782395231557	1.0	1.0	5.0	10.0	MIER1									
transcription regulation																		c											GO_BP	Negative Regulation of Cell Population Proliferation (GO:0008285)	0.1	0.932782395231557	1.0	1.0	3.0	10.0	ZBTB17									
transcription regulation																		c											GO_BP	Negative Regulation of Cellular Process (GO:0048523)	0.1	0.932782395231557	1.0	1.0	4.0	10.0	ZBTB17									
transcription regulation																		c											GO_BP	Nuclear Receptor-Mediated Steroid Hormone Signaling Pathway (GO:0030518)	0.1	0.932782395231557	1.0	1.0	4.0	10.0	TMF1									
transcription regulation																		c											GO_BP	Positive Regulation of Canonical NF-kappaB Signal Transduction (GO:0043123)	0.1	0.932782395231557	1.0	1.0	5.0	10.0	MIER1									
transcription regulation																		c											GO_BP	Regulation of Canonical NF-kappaB Signal Transduction (GO:0043122)	0.1	0.932782395231557	1.0	1.0	6.0	10.0	MIER1									
transcription regulation																		c											GO_BP	Regulation of Cell Cycle (GO:0051726)	0.1	0.932782395231557	1.0	1.0	5.0	10.0	ZBTB17									
transcription regulation																		c											GO_BP	Regulation of Cell Population Proliferation (GO:0042127)	0.1	0.932782395231557	1.0	1.0	6.0	10.0	ZBTB17									
transcription regulation																		c											GO_BP	Regulation of Cytokine Production (GO:0001817)	0.2	0.932782395231557	2.0	2.0	3.0	10.0	ZBTB17; ZNF131									
transcription regulation																		c											GO_BP	Regulation of RNA Biosynthetic Process (GO:2001141)	0.2	0.932782395231557	2.0	2.0	8.0	10.0	GON4L; MIER1									
transcription regulation																		c											GO_BP	Negative Regulation of DNA-templated Transcription (GO:0045892)	0.3	0.932782395231557	3.0	3.0	17.0	10.0	MIER1; ZBTB17; ZNF131									
transcription regulation																		c											GO_BP	Negative Regulation of Transcription by RNA Polymerase II (GO:0000122)	0.3	0.932782395231557	3.0	3.0	13.0	10.0	MIER1; ZBTB17; ZNF131									
transcription regulation																		c											GO_BP	Positive Regulation of DNA-templated Transcription (GO:0045893)	0.4	0.932782395231557	4.0	4.0	23.0	10.0	MYBL1; TMF1; VEZF1; ZBTB17									
transcription regulation																		c											GO_BP	Positive Regulation of Transcription by RNA Polymerase II (GO:0045944)	0.4	0.932782395231557	4.0	4.0	19.0	10.0	MYBL1; TMF1; VEZF1; ZBTB17									
transcription regulation																		c											GO_BP	Regulation of Gene Expression (GO:0010468)	0.4	0.932782395231557	4.0	4.0	17.0	10.0	GON4L; MIER1; ZBTB17; ZNF131									
transcription regulation																		c											GO_BP	Regulation of DNA-templated Transcription (GO:0006355)	0.6	0.932782395231557	6.0	6.0	28.0	10.0	ETV3; GON4L; KLF3; MIER1; MYBL1; VEZF1									
transcription regulation																		c											GO_BP	Regulation of Transcription by RNA Polymerase II (GO:0006357)	0.8	0.932782395231557	8.0	8.0	32.0	10.0	ETV3; KLF3; MIER1; MYBL1; TMF1; VEZF1; ZBTB17; ZNF131									
transcription regulation																		c											GO_BP	Positive Regulation of Intracellular Signal Transduction (GO:1902533)	0.1	0.9509108576186448	1.0	1.0	11.0	10.0	MIER1									
transcription regulation																		c											GO_BP	Positive Regulation of RNA Biosynthetic Process (GO:1902680)	0.1	0.9509108576186448	1.0	1.0	10.0	10.0	MYBL1									
chromatin remodeling	gene expression machinery	canonical_backbone	shared_dual_high	high	2.0	ARID1A; RUVBL2	0.5	0.0	0.0	0.0025538843549852	0.3596681136710968	0.0457102885494596	0.0516473950639248	-0.0059371065144651	mixed_or_low_signal_axis	True	formal	d																												
transcription regulation	gene expression machinery	context_deviation	heterogeneous	low	18.0	ETV3; GON4L; HLX; KLF3; MAML3; MIER1; MYBL1; PMF1; THAP8; TMF1; UBP1; VEZF1; ZBTB17; ZBTB20; ZBTB5; ZNF131; ZNF24; ZNF566	0.1666666666666666	0.0	0.0	-0.0002895890719978	-0.0524816399481384	0.0119799375335992	0.0172372187300257	-0.0052572811964264	mixed_or_low_signal_axis	True	formal	d																												
nuclear receptor / metabolism	signaling / growth control	context_deviation	shared_middle	low	2.0	RORC; THRA	0.0	0.0	0.0	-0.0013319429878878	-0.1216788926007566	0.0124717439812113	0.0067876650656432	0.005684078915568	mixed_or_low_signal_axis	True	formal	d																												
TGF-beta / BMP signaling	signaling / growth control	context_deviation	heterogeneous	medium	2.0	BMPR1A; SMAD1	0.0	0.0	0.0	-0.0010191563415874	-0.0791071369204745	0.0080398551381607	0.0028084397561723	0.0052314153819884	mixed_or_low_signal_axis	True	formal	d																												
proteostasis / chaperone	proteostasis	context_deviation	line_skewed	medium	1.0	PFDN5	1.0	0.0	0.0	0.0032163068676816	0.6701642225257974	0.0351846655998828	0.0871909235205539	-0.052006257920671	preliminary_dependency_heavy_axis	False	preliminary	d																												
ribosomal / translation	ribosome / nucleolar biogenesis	canonical_backbone	shared_dual_high	high	1.0	RPS3	1.0	0.0	0.0	0.00231690977132	0.7753167243832226	0.0237625515304477	0.1158481284956462	-0.0920855769651985	preliminary_dependency_heavy_axis	False	preliminary	d																												
RNA processing / transcription	RNA processing	context_deviation	shared_middle	high	1.0	YBX1	0.5	0.0	0.0	0.0012402696904646	0.7709901255108096	0.0053510116361707	0.1145923282065776	-0.1092413165704069	preliminary_dependency_heavy_axis	False	preliminary	d																												
ribosome biogenesis / nucleolar	ribosome / nucleolar biogenesis	context_deviation	shared_shift_excess	high	1.0	NPM1	0.5	0.0	0.0	0.0029675966818554	0.2842193142839105	0.0491582655306062	0.03923951613219	0.0099187493984161	preliminary_mixed_or_low_signal_axis	False	preliminary	d																												
nuclear receptor / co-activator	gene expression machinery	context_deviation	shared_middle	medium	1.0	NCOA1	0.0	0.0	0.0	-0.0023311268301936	-0.1892593719793967	0.0184880600067985	0.0068993829410221	0.0115886770657764	preliminary_mixed_or_low_signal_axis	False	preliminary	d																												
cytoskeleton / cell motility	cell-state regulation	context_deviation	shared_middle	high	1.0	TMSB4X	0.0	0.0	0.0	-0.0022176336274601	-0.1114561734143488	0.016785412811708	0.0041888263678804	0.0125965864438276	preliminary_mixed_or_low_signal_axis	False	preliminary	d																												
ER stress / UPR	stress response	context_deviation	shared_middle	high	1.0	XBP1	0.0	0.0	0.0	-0.0021507217668037	-0.2147350852924363	0.0162456435268426	0.0088982986407474	0.0073473448860951	preliminary_mixed_or_low_signal_axis	False	preliminary	d																												
NF-κB / copper signaling	signaling / growth control	context_deviation	shared_middle	medium	1.0	COMMD6	0.0	0.0	0.0	-0.0020818976725851	-0.1526975169517808	0.0149622440874706	0.0054930875937286	0.0094691564937419	preliminary_mixed_or_low_signal_axis	False	preliminary	d																												
metabolism / transcription	metabolism	context_deviation	shared_middle	low	1.0	PCBD1	0.0	0.0	0.0	-0.002037054320283	-0.2085428277762812	0.0145285688694307	0.0083828909256136	0.006145677943817	preliminary_mixed_or_low_signal_axis	False	preliminary	d																												
peroxisome / metabolism	metabolism	context_deviation	shared_middle	medium	1.0	PEX14	0.0	0.0	0.0	-0.0020386300052073	-0.2108108697539006	0.0141771840514517	0.0086335804762432	0.0055436035752085	preliminary_mixed_or_low_signal_axis	False	preliminary	d																												
cell cycle / replication	cell-state regulation	context_deviation	line_skewed	high	1.0	CDKN2A	0.0	0.0	0.0	-0.0019054441595306	-0.2229463895689933	0.0135146831560443	0.0095905792774376	0.0039241038786066	preliminary_mixed_or_low_signal_axis	False	preliminary	d																												
synaptic / signaling	signaling / growth control	context_deviation	shared_middle	low	1.0	ERC1	0.0	0.0	0.0	-0.0019340547235664	-0.2067764839409114	0.0133845565928478	0.0083371926086237	0.005047363984224	preliminary_mixed_or_low_signal_axis	False	preliminary	d																												
growth factor / proliferation	signaling / growth control	context_deviation	shared_middle	medium	1.0	HDGF	0.0	0.0	0.0	-0.0017670730865107	-0.2005208589981218	0.0119657754361656	0.0077512113361277	0.0042145641000379	preliminary_mixed_or_low_signal_axis	False	preliminary	d																												
JAK-STAT signaling	signaling / growth control	context_deviation	shared_middle	high	1.0	STAT3	0.0	0.0	0.0	-0.001698488454784	-0.2110357326023516	0.0098463022917731	0.0085784413687654	0.0012678609230077	preliminary_mixed_or_low_signal_axis	False	preliminary	d																												
signaling / oncogene	signaling / growth control	context_deviation	shared_middle	high	1.0	MTDH	0.0	0.0	0.0	-0.0012767150700943	-0.2014033418734466	0.006162566499227	0.0078132025657203	-0.0016506360664933	preliminary_mixed_or_low_signal_axis	False	preliminary	d																												
oxidative stress / antioxidant	stress response	context_deviation	shared_middle	high	1.0	PRDX2	0.0	0.0	0.0	-0.001266259957604	-0.0630570765564325	0.0058663755681859	0.0007878525818761	0.0050785229863098	preliminary_mixed_or_low_signal_axis	False	preliminary	d																												
oxidative stress / mitochondrial	stress response	context_deviation	shared_middle	medium	1.0	PARK7	0.0	0.0	0.0	-0.0008571189101983	-0.147987504551865	0.0034392429600541	0.0050062526099397	-0.0015670096498856	preliminary_mixed_or_low_signal_axis	False	preliminary	d																												
NF-κB / MAPK signaling	signaling / growth control	context_deviation	line_skewed	medium	1.0	TAB3	0.0	0.0	0.0	-0.0007674664312851	-0.2068808715460154	0.0023197200472579	0.0082441423603604	-0.0059244223131025	preliminary_mixed_or_low_signal_axis	False	preliminary	d																												
growth / proliferation	signaling / growth control	context_deviation	line_skewed	medium	1.0	PA2G4	0.0	0.0	0.0	9.172232708838006e-05	0.0066460381580744	0.0019107990652549	0.0038350710616956	-0.0019242719964406	preliminary_mixed_or_low_signal_axis	False	preliminary	d																												
RNA processing / spliceosome	RNA processing	canonical_backbone	shared_shift_excess	high	1.0	PRPF6	1.0	0.0	0.0	0.0084863742060175	0.7739565322106198	0.2456341088499313	0.1154327916242644	0.1302013172256668	preliminary_shared_signal_axis	False	preliminary	d																												
mTOR / lysosome / signaling	signaling / growth control	shift_excess	shared_shift_excess	high	1.0	LAMTOR5	0.0	0.0	0.0	0.0035515052974019	-0.1188144571752522	0.0471206748830778	0.0028366077924279	0.0442840670906499	preliminary_transcriptomic_heavy_axis	False	preliminary	d																												
transcription / chromatin	gene expression machinery	canonical_backbone	shared_shift_excess	high	2.0	ENY2; TADA3	0.5	0.0	0.0	0.0036330167096096	0.0062684778379303	0.0918059091099973	0.0003096163305515	0.0914962927794458	transcriptomic_heavy_axis	True	formal	d																												
																		e																				global_truth_depmap_bridge	global	retained	retained	not_applicable	covariate_audited_but_not_fully_closed	retainable_global_claim	当前证据支持 truth-DepMap bridge 在整体与结构层面上成立；该结论在现有 covariate audit 下仍可保留	bridge has been fully deconfounded; bridge is proved without meaningful confounding risk
																		e																				barcode_gem_group_design_proxy	covariate_axis	not_applicable	not_applicable	not_applicable	design_proxy_confirmed_but_not_run_resolved	methodological_boundary	barcode_gem_group 可写成更接近实验设计 aggregation 结构的 design-proxy axis；当前只确认到 HCC38 对应 aggrMH001-3、HCC1143 对应 aggrMH004-6，不能写成单个 MH00x 已确认 run label	barcode_gem_group has been uniquely resolved to MH001 through MH006; barcode_gem_group is a fully resolved run-level covariate
																		e																				GEARS_tradeoff_diagnosis	global	not_applicable	not_applicable	not_applicable	not_directly_impugned_by_current_anchor_audit	primary_conclusion	GEARS 应被定位为 architecture trade-off diagnosis，而不是 primary winner	GEARS is the overall HCC primary winner; model recovery has been demonstrated
																		e																				PFDN5	anchor	stable_shared_anchor	retained	not_applicable	retain_with_caution	primary_but_qualified	PFDN5 可保留为相对更轻风险的 stable anchor，但必须带方法学谨慎	PFDN5 is a fully deconfounded strongest anchor
																		e																				PMF1	anchor	stable_shared_anchor	retained	not_applicable	supporting_but_covariate_exposed	supporting_only	PMF1 保留结构稳定 anchor 身份，但当前仅适合作为 supporting evidence	PMF1 is a clean primary anchor; PMF1 alone nails down the bridge
																		e																				PRPF6	anchor	stable_shared_anchor	retained	not_applicable	supporting_but_covariate_exposed	supporting_only	PRPF6 保留结构稳定 anchor 身份，但当前仅适合作为 supporting evidence	PRPF6 is a clean primary anchor; PRPF6 alone nails down the bridge
																		e																				ZNF131	anchor	stable_shared_anchor	retained	not_applicable	supporting_but_covariate_exposed	supporting_only	ZNF131 保留结构稳定 anchor 身份，但当前仅适合作为 supporting evidence	ZNF131 is a clean primary anchor; ZNF131 alone nails down the bridge
																		e																				cutoff_sensitive_anchor_set	anchor_group	cutoff_sensitive_shared_anchor	sensitive	not_applicable	not_formally_deconfounded	supporting_but_sensitive	ENY2/NPM1/RPS3/RUVBL2/ZBTB17 只可作为 supporting but sensitive objects	cutoff-sensitive anchors can be elevated to primary anchor set
																		e																				transcription_chromatin_axis	axis	formal_positive_axis	retained	stable_axis_call	covariate_not_formally_closed	primary_axis_but_qualified	transcription / chromatin 是当前唯一更稳的 formal positive axis	transcription / chromatin is fully deconfounded and fully established beyond current boundary
																		e																				other_axes	axis_group	preliminary_or_mixed_varies	varies	stable_or_moderately_stable_but_nonpositive_for_most	covariate_not_formally_closed	supporting_or_preliminary	多数其余 axis 仍应写成 supporting 或 preliminary axes	most axes are fully established at the same level as transcription / chromatin
