target	expression_control	expression_perturbed
YBX1	3.726728439331055	1.9474472999572756
YEATS2	0.1316061913967132	0.0167062804102897
YEATS4	0.3560906052589416	0.0206487476825714
YKT6	0.1693660169839859	0.0470159165561199
YPEL5	0.0861681699752807	0.0
YRDC	0.8639634847640991	0.5127993822097778
YTHDC1	0.4944070875644684	0.2489473819732666
YY1	0.7370109558105469	0.55560702085495
ZBTB11	0.3904158771038055	0.136836901307106
ZBTB17	0.0727857649326324	0.0109367854893207
ZC3H18	0.5922358632087708	0.1389740407466888
ZC3H8	0.2972760796546936	0.0
ZCCHC9	0.3324835300445556	0.0718270167708396
ZCRB1	0.4298220872879028	0.0203479770570993
ZFC3H1	0.3955707848072052	0.0538382977247238
ZMAT2	0.5242404937744141	0.1254091411828994
ZMAT5	0.1017132997512817	0.0092790909111499
ZNF100	0.2223521620035171	0.0
ZNF131	0.4873862564563751	0.06047173589468
ZNF207	1.1589229106903076	0.775473415851593
ZNF24	0.420405626296997	0.0938654616475105
ZNF317	0.0804448053240776	0.0096842385828495
ZNF335	0.0619250386953353	0.0223503727465868
ZNF468	0.064915508031845	0.0055121970362961
ZNF574	0.0921932309865951	0.0780577361583709
ZNF720	0.1456010788679123	0.0121847409754991
ZNHIT2	0.1369559466838836	0.0302700530737638
ZNHIT3	0.4846335649490356	0.048136118799448
ZNHIT6	0.2898497879505157	0.0052921730093657
ZNRD1	0.6604377031326294	0.1228324994444847
ZRANB2	0.8946468830108643	0.05513446778059
ZRSR2	0.0558755360543727	0.0168520864099264
ZW10	0.1708654761314392	0.0258717630058527
ZWINT	0.6546361446380615	0.0949050262570381
