context	contrast_id	positive_category	negative_category	claim_role	included	reason	n_genes	n_targets_positive	n_targets_negative	panel	pathway	ES	NES	pval	padj	log2err	size	n_genes_in_set	direction	leading_edge	collection	ranking_method	claim_boundary	padj_within_context_contrast	endpoint_category	n_category_targets	n_universe_targets	n_pathway_targets_in_universe	n_overlap	overlap_targets	pvalue	artifact	path	size_bytes	sha256
HCC38										g	Chaperonin-mediated Protein Folding R-HSA-390466				0.9534066380736133						reactome		descriptive target-membership annotation only		middle	32.0	47.0	2.0	1.0	STAT3	0.9028677150786308				
HCC38										g	Chromatin Modifying Enzymes R-HSA-3247509				0.9534066380736133						reactome		descriptive target-membership annotation only		middle	32.0	47.0	5.0	3.0	ARID1A;NCOA1;TADA3	0.8224420918954405				
HCC38										g	Circadian Clock R-HSA-400253				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	NCOA1	0.6808510638297872				
HCC38										g	Cytochrome P450 - Arranged By Substrate Type R-HSA-211897				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	NCOA1	0.6808510638297872				
HCC38										g	Cytokine Signaling In Immune System R-HSA-1280215				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	3.0	3.0	RORC;STAT3;TAB3	0.3058896083872957				
HCC38										g	Cytoprotection By HMOX1 R-HSA-9707564				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	2.0	2.0	NCOA1;STAT3	0.4588344125809436				
HCC38										g	Death Receptor Signaling R-HSA-73887				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	TAB3	0.6808510638297872				
HCC38										g	Defective Intrinsic Pathway For Apoptosis R-HSA-9734009				0.9534066380736133						reactome		descriptive target-membership annotation only		middle	32.0	47.0	2.0	1.0	PRDX2	0.9028677150786308				
HCC38										g	Deregulated CDK5 Triggers Neurodegenerative Pathways In Alzheimers Disease Models R-HSA-8862803				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	PRDX2	0.6808510638297872				
HCC38										g	Detoxification Of Reactive Oxygen Species R-HSA-3299685				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	PRDX2	0.6808510638297872				
HCC38										g	Deubiquitination R-HSA-5688426				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	2.0	2.0	SMAD1;TADA3	0.4588344125809436				
HCC38										g	Developmental Biology R-HSA-1266738				0.9534066380736133						reactome		descriptive target-membership annotation only		middle	32.0	47.0	4.0	2.0	NCOA1;STAT3	0.9107167886076304				
HCC38										g	Disease R-HSA-1643685				0.9785359557100078						reactome		descriptive target-membership annotation only		middle	32.0	47.0	7.0	3.0	PRDX2;STAT3;TAB3	0.9736676176218984				
HCC38										g	Diseases Of Programmed Cell Death R-HSA-9645723				0.9534066380736133						reactome		descriptive target-membership annotation only		middle	32.0	47.0	2.0	1.0	PRDX2	0.9028677150786308				
HCC38										g	Diseases Of Signal Transduction By Growth Factor Receptors And Second Messengers R-HSA-5663202				0.9785359557100078						reactome		descriptive target-membership annotation only		middle	32.0	47.0	3.0	1.0	STAT3	0.9719395621338268				
HCC38										g	Downstream Signal Transduction R-HSA-186763				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	ESR-mediated Signaling R-HSA-8939211				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	NCOA1	0.6808510638297872				
HCC38										g	Endogenous Sterols R-HSA-211976				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	NCOA1	0.6808510638297872				
HCC38										g	Energy Dependent Regulation Of mTOR By LKB1-AMPK R-HSA-380972				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	LAMTOR5	0.6808510638297872				
HCC38										g	Estrogen-dependent Gene Expression R-HSA-9018519				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	NCOA1	0.6808510638297872				
HCC38										g	FCERI Mediated NF-kB Activation R-HSA-2871837				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	TAB3	0.6808510638297872				
HCC38										g	FGFR1 Mutant Receptor Activation R-HSA-1839124				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	Fc Epsilon Receptor (FCERI) Signaling R-HSA-2454202				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	TAB3	0.6808510638297872				
HCC38										g	Gene Silencing By RNA R-HSA-211000				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	MYBL1	0.6808510638297872				
HCC38										g	Gene Expression (Transcription) R-HSA-74160				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	12.0	9.0	ARID1A;LAMTOR5;MYBL1;PRDX2;RORC;SMAD1;THRA;YBX1;ZNF566	0.4152453118313814				
HCC38										g	Generic Transcription Pathway R-HSA-212436				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	11.0	8.0	ARID1A;LAMTOR5;PRDX2;RORC;SMAD1;THRA;YBX1;ZNF566	0.5068376217418324				
HCC38										g	Growth Hormone Receptor Signaling R-HSA-982772				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	HATs Acetylate Histones R-HSA-3214847				0.9534066380736133						reactome		descriptive target-membership annotation only		middle	32.0	47.0	4.0	2.0	NCOA1;TADA3	0.9107167886076304				
HCC38										g	Heme Signaling R-HSA-9707616				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	NCOA1	0.6808510638297872				
HCC38										g	Hemostasis R-HSA-109582				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	TMSB4X	0.6808510638297872				
HCC38										g	IRAK2 Mediated Activation Of TAK1 Complex R-HSA-937042				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	TAB3	0.6808510638297872				
HCC38										g	IRAK2 Mediated Activation Of TAK1 Complex Upon TLR7/8 Or 9 Stimulation R-HSA-975163				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	TAB3	0.6808510638297872				
HCC38										g	IRE1alpha Activates Chaperones R-HSA-381070				0.9534066380736133						reactome		descriptive target-membership annotation only		middle	32.0	47.0	2.0	1.0	HDGF	0.9028677150786308				
HCC38										g	Immune System R-HSA-168256				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	4.0	4.0	PA2G4;RORC;STAT3;TAB3	0.2016090600734448				
HCC38										g	Inactivation Of CSF3 (G-CSF) Signaling R-HSA-9705462				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	Infectious Disease R-HSA-5663205				0.9785359557100078						reactome		descriptive target-membership annotation only		middle	32.0	47.0	3.0	1.0	TAB3	0.9719395621338268				
HCC38										g	Innate Immune System R-HSA-168249				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	2.0	2.0	PA2G4;TAB3	0.4588344125809436				
HCC38										g	Interleukin-1 Family Signaling R-HSA-446652				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	2.0	2.0	STAT3;TAB3	0.4588344125809436				
HCC38										g	Interleukin-1 Signaling R-HSA-9020702				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	TAB3	0.6808510638297872				
HCC38										g	Interleukin-10 Signaling R-HSA-6783783				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	Interleukin-12 Family Signaling R-HSA-447115				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	Interleukin-15 Signaling R-HSA-8983432				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	Interleukin-17 Signaling R-HSA-448424				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	TAB3	0.6808510638297872				
HCC38										g	Interleukin-2 Family Signaling R-HSA-451927				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	Interleukin-20 Family Signaling R-HSA-8854691				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	Interleukin-21 Signaling R-HSA-9020958				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	Interleukin-23 Signaling R-HSA-9020933				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	Interleukin-27 Signaling R-HSA-9020956				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	Interleukin-35 Signaling R-HSA-8984722				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	Interleukin-37 Signaling R-HSA-9008059				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	Interleukin-4 And Interleukin-13 Signaling R-HSA-6785807				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	2.0	2.0	RORC;STAT3	0.4588344125809436				
HCC38										g	Interleukin-6 Family Signaling R-HSA-6783589				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	Interleukin-6 Signaling R-HSA-1059683				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	Interleukin-7 Signaling R-HSA-1266695				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	Interleukin-9 Signaling R-HSA-8985947				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	Intra-Golgi And Retrograde Golgi-to-ER Traffic R-HSA-6811442				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	TMF1	0.6808510638297872				
HCC38										g	Intracellular Signaling By Second Messengers R-HSA-9006925				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	LAMTOR5	0.6808510638297872				
HCC38										g	Intrinsic Pathway For Apoptosis R-HSA-109606				0.9534066380736133						reactome		descriptive target-membership annotation only		middle	32.0	47.0	2.0	1.0	STAT3	0.9028677150786308				
HCC38										g	JNK (c-Jun Kinases) Phosphorylation And Activation Mediated By Activated Human TAK1 R-HSA-450321				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	TAB3	0.6808510638297872				
HCC38										g	Late Endosomal Microautophagy R-HSA-9615710				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	PARK7	0.6808510638297872				
HCC38										g	MAP Kinase Activation R-HSA-450294				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	TAB3	0.6808510638297872				
HCC38										g	MTOR Signaling R-HSA-165159				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	LAMTOR5	0.6808510638297872				
HCC38										g	Macroautophagy R-HSA-1632852				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	2.0	2.0	LAMTOR5;PARK7	0.4588344125809436				
HCC38										g	Membrane Trafficking R-HSA-199991				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	TMF1	0.6808510638297872				
HCC38										g	Metabolism R-HSA-1430728				0.9534066380736133						reactome		descriptive target-membership annotation only		middle	32.0	47.0	3.0	2.0	NCOA1;PCBD1	0.7647240209682393				
HCC38										g	Metabolism Of RNA R-HSA-8953854				0.9785359557100078						reactome		descriptive target-membership annotation only		middle	32.0	47.0	3.0	1.0	YBX1	0.9719395621338268				
HCC38										g	Metabolism Of Amino Acids And Derivatives R-HSA-71291				0.9534066380736133						reactome		descriptive target-membership annotation only		middle	32.0	47.0	2.0	1.0	PCBD1	0.9028677150786308				
HCC38										g	Metabolism Of Lipids R-HSA-556833				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	NCOA1	0.6808510638297872				
HCC38										g	Metabolism Of Proteins R-HSA-392499				0.9893982488128948						reactome		descriptive target-membership annotation only		middle	32.0	47.0	13.0	6.0	NCOA1;PARK7;SMAD1;STAT3;TADA3;THRA	0.9893982488128948				
HCC38										g	Metabolism Of Steroids R-HSA-8957322				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	NCOA1	0.6808510638297872				
HCC38										g	Mitochondrial Biogenesis R-HSA-1592230				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	NCOA1	0.6808510638297872				
HCC38										g	MyD88 Cascade Initiated On Plasma Membrane R-HSA-975871				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	TAB3	0.6808510638297872				
HCC38										g	MyD88 Dependent Cascade Initiated On Endosome R-HSA-975155				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	TAB3	0.6808510638297872				
HCC38										g	MyD88-independent TLR4 Cascade R-HSA-166166				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	TAB3	0.6808510638297872				
HCC38										g	MyD88:MAL(TIRAP) Cascade Initiated On Plasma Membrane R-HSA-166058				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	TAB3	0.6808510638297872				
HCC38										g	NOD1/2 Signaling Pathway R-HSA-168638				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	TAB3	0.6808510638297872				
HCC38										g	NOTCH3 Activation And Transmission Of Signal To Nucleus R-HSA-9013507				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	YBX1	0.6808510638297872				
HCC38										g	NR1H2 And NR1H3 Regulate Gene Expression To Control Bile Acid Homeostasis R-HSA-9623433				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	NCOA1	0.6808510638297872				
HCC38										g	NR1H2 And NR1H3-mediated Signaling R-HSA-9024446				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	NCOA1	0.6808510638297872				
HCC38										g	NR1H3 And NR1H2 Regulate Gene Expression Linked To Cholesterol Transport And Efflux R-HSA-9029569				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	NCOA1	0.6808510638297872				
HCC38										g	Neutrophil Degranulation R-HSA-6798695				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	PA2G4	0.6808510638297872				
HCC38										g	Noncanonical Activation Of NOTCH3 R-HSA-9017802				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	YBX1	0.6808510638297872				
HCC38										g	Nuclear Receptor Transcription Pathway R-HSA-383280				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	2.0	2.0	RORC;THRA	0.4588344125809436				
HCC38										g	Nuclear Events Stimulated By ALK Signaling In Cancer R-HSA-9725371				0.9534066380736133						reactome		descriptive target-membership annotation only		middle	32.0	47.0	2.0	1.0	STAT3	0.9028677150786308				
HCC38										g	Nucleotide-binding Domain, Leucine Rich Repeat Containing NLR Signaling Pathways R-HSA-168643				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	TAB3	0.6808510638297872				
HCC38										g	Organelle Biogenesis And Maintenance R-HSA-1852241				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	NCOA1	0.6808510638297872				
HCC38										g	PIP3 Activates AKT Signaling R-HSA-1257604				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	LAMTOR5	0.6808510638297872				
HCC38										g	PIWI-interacting RNA (piRNA) Biogenesis R-HSA-5601884				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	MYBL1	0.6808510638297872				
HCC38										g	POU5F1 (OCT4), SOX2, NANOG Activate Genes Related To Proliferation R-HSA-2892247				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	PPARA Activates Gene Expression R-HSA-1989781				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	NCOA1	0.6808510638297872				
HCC38										g	PTEN Regulation R-HSA-6807070				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	LAMTOR5	0.6808510638297872				
HCC38										g	Phase I - Functionalization Of Compounds R-HSA-211945				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	NCOA1	0.6808510638297872				
HCC38										g	Phenylalanine And Tyrosine Metabolism R-HSA-8963691				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	PCBD1	0.6808510638297872				
HCC38										g	Phenylalanine Metabolism R-HSA-8964208				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	PCBD1	0.6808510638297872				
HCC38										g	Platelet Activation, Signaling And Aggregation R-HSA-76002				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	TMSB4X	0.6808510638297872				
HCC38										g	Platelet Degranulation R-HSA-114608				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	TMSB4X	0.6808510638297872				
HCC38										g	Post-translational Protein Modification R-HSA-597592				0.9785359557100078						reactome		descriptive target-membership annotation only		middle	32.0	47.0	10.0	5.0	NCOA1;PARK7;SMAD1;TADA3;THRA	0.9584299829741612				
HCC38										g	Processing Of Capped Intron-Containing Pre-mRNA R-HSA-72203				0.9534066380736133						reactome		descriptive target-membership annotation only		middle	32.0	47.0	2.0	1.0	YBX1	0.9028677150786308				
HCC38										g	Programmed Cell Death R-HSA-5357801				0.9534066380736133						reactome		descriptive target-membership annotation only		middle	32.0	47.0	2.0	1.0	STAT3	0.9028677150786308				
HCC38										g	Protein Folding R-HSA-391251				0.9534066380736133						reactome		descriptive target-membership annotation only		middle	32.0	47.0	2.0	1.0	STAT3	0.9028677150786308				
HCC38										g	RMTs Methylate Histone Arginines R-HSA-3214858				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	ARID1A	0.6808510638297872				
HCC38										g	RNA Polymerase II Transcription R-HSA-73857				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	11.0	8.0	ARID1A;LAMTOR5;PRDX2;RORC;SMAD1;THRA;YBX1;ZNF566	0.5068376217418324				
HCC38										g	RORA Activates Gene Expression R-HSA-1368082				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	NCOA1	0.6808510638297872				
HCC38										g	RUNX1 Interacts With Co-Factors Whose Precise Effect On RUNX1 Targets Is Not Known R-HSA-8939243				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	ARID1A	0.6808510638297872				
HCC38										g	RUNX2 Regulates Bone Development R-HSA-8941326				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	SMAD1	0.6808510638297872				
HCC38										g	RUNX3 Regulates Immune Response And Cell Migration R-HSA-8949275				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	RORC	0.6808510638297872				
HCC38										g	Recycling Of Bile Acids And Salts R-HSA-159418				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	NCOA1	0.6808510638297872				
HCC38										g	Regulation Of PTEN Gene Transcription R-HSA-8943724				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	LAMTOR5	0.6808510638297872				
HCC38										g	Regulation Of Cholesterol Biosynthesis By SREBP (SREBF) R-HSA-1655829				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	NCOA1	0.6808510638297872				
HCC38										g	Regulation Of Lipid Metabolism By PPARalpha R-HSA-400206				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	NCOA1	0.6808510638297872				
HCC38										g	Response To Elevated Platelet Cytosolic Ca2+ R-HSA-76005				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	TMSB4X	0.6808510638297872				
HCC38										g	Retrograde Transport At Trans-Golgi-Network R-HSA-6811440				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	TMF1	0.6808510638297872				
HCC38										g	SARS-CoV Infections R-HSA-9679506				0.9534066380736133						reactome		descriptive target-membership annotation only		middle	32.0	47.0	2.0	1.0	TAB3	0.9028677150786308				
HCC38										g	SARS-CoV-2 Infection R-HSA-9694516				0.9534066380736133						reactome		descriptive target-membership annotation only		middle	32.0	47.0	2.0	1.0	TAB3	0.9028677150786308				
HCC38										g	SARS-CoV-2 Activates/Modulates Innate And Adaptive Immune Responses R-HSA-9705671				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	TAB3	0.6808510638297872				
HCC38										g	SARS-CoV-2-host Interactions R-HSA-9705683				0.9534066380736133						reactome		descriptive target-membership annotation only		middle	32.0	47.0	2.0	1.0	TAB3	0.9028677150786308				
HCC38										g	SMAD2/SMAD3:SMAD4 Heterotrimer Regulates Transcription R-HSA-2173796				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	YBX1	0.6808510638297872				
HCC38										g	STAT3 Nuclear Events Downstream Of ALK Signaling R-HSA-9701898				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	SUMO E3 Ligases SUMOylate Target Proteins R-HSA-3108232				0.9609986305521376						reactome		descriptive target-membership annotation only		middle	32.0	47.0	6.0	3.0	NCOA1;PARK7;THRA	0.9275310165528096				
HCC38										g	SUMOylation R-HSA-2990846				0.9609986305521376						reactome		descriptive target-membership annotation only		middle	32.0	47.0	6.0	3.0	NCOA1;PARK7;THRA	0.9275310165528096				
HCC38										g	SUMOylation Of Intracellular Receptors R-HSA-4090294				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	THRA	0.6808510638297872				
HCC38										g	SUMOylation Of Transcription Cofactors R-HSA-3899300				0.9534066380736133						reactome		descriptive target-membership annotation only		middle	32.0	47.0	4.0	2.0	NCOA1;PARK7	0.9107167886076304				
HCC38										g	Selective Autophagy R-HSA-9663891				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	PARK7	0.6808510638297872				
HCC38										g	Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582				0.9534066380736133						reactome		descriptive target-membership annotation only		middle	32.0	47.0	2.0	1.0	STAT3	0.9028677150786308				
HCC38										g	Signal Transduction R-HSA-162582				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	8.0	7.0	BMPR1A;LAMTOR5;NCOA1;SMAD1;STAT3;TAB3;YBX1	0.1940044074955185				
HCC38										g	Signaling By ALK R-HSA-201556				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	Signaling By ALK Fusions And Activated Point Mutants R-HSA-9725370				0.9534066380736133						reactome		descriptive target-membership annotation only		middle	32.0	47.0	2.0	1.0	STAT3	0.9028677150786308				
HCC38										g	Signaling By BMP R-HSA-201451				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	2.0	2.0	BMPR1A;SMAD1	0.4588344125809436				
HCC38										g	Signaling By CSF3 (G-CSF) R-HSA-9674555				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	Signaling By FGFR In Disease R-HSA-1226099				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	Signaling By FGFR1 In Disease R-HSA-5655302				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	Signaling By Interleukins R-HSA-449147				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	3.0	3.0	RORC;STAT3;TAB3	0.3058896083872957				
HCC38										g	Signaling By KIT In Disease R-HSA-9669938				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	Signaling By Leptin R-HSA-2586552				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	Signaling By MET R-HSA-6806834				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	Signaling By NOTCH R-HSA-157118				0.9534066380736133						reactome		descriptive target-membership annotation only		middle	32.0	47.0	2.0	1.0	YBX1	0.9028677150786308				
HCC38										g	Signaling By NOTCH3 R-HSA-9012852				0.9534066380736133						reactome		descriptive target-membership annotation only		middle	32.0	47.0	2.0	1.0	YBX1	0.9028677150786308				
HCC38										g	Signaling By NTRK1 (TRKA) R-HSA-187037				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	Signaling By NTRKs R-HSA-166520				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	Signaling By Non-Receptor Tyrosine Kinases R-HSA-9006927				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	Signaling By Nuclear Receptors R-HSA-9006931				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	NCOA1	0.6808510638297872				
HCC38										g	Signaling By PDGF R-HSA-186797				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	Signaling By PDGFR In Disease R-HSA-9671555				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
HCC38										g	Signaling By PDGFRA Extracellular Domain Mutants R-HSA-9673770				0.8606985146527498						reactome		descriptive target-membership annotation only		middle	32.0	47.0	1.0	1.0	STAT3	0.6808510638297872				
