context	endpoint_category	collection	pathway	n_category_targets	n_universe_targets	n_pathway_targets_in_universe	n_overlap	overlap_targets	pvalue	claim_boundary	padj
HCC38	Q4_low_information	gobp	Negative Regulation of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0030512)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	- Reg of Transmembrane Receptor Prot Serine/Threonine Kinase Sgnlng Pway (GO:0090101)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Negative Regulation of Ubiquitin-Dependent Protein Catabolic Process (GO:2000059)	6	47	2	1	CDKN2A	0.2414431082331175	descriptive target-membership annotation only	0.2964145301969076
HCC38	Q4_low_information	gobp	Negative Regulation of Ubiquitin-Protein Transferase Activity (GO:0051444)	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Neuron Development (GO:0048666)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Neuron Differentiation (GO:0030182)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Nuclear Body Organization (GO:0030575)	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Nucleus Organization (GO:0006997)	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Organelle Organization (GO:0006996)	6	47	2	1	PEX14	0.2414431082331175	descriptive target-membership annotation only	0.2964145301969076
HCC38	Q4_low_information	gobp	Organelle Transport Along Microtubule (GO:0072384)	6	47	1	1	PEX14	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Peptidyl-Lysine Modification (GO:0018205)	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Peroxisomal Membrane Transport (GO:0015919)	6	47	1	1	PEX14	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Peroxisome Organization (GO:0007031)	6	47	1	1	PEX14	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Phosphatidylinositol 3-Kinase/Protein Kinase B Signal Transduction (GO:0043491)	6	47	2	1	XBP1	0.2414431082331175	descriptive target-membership annotation only	0.2964145301969076
HCC38	Q4_low_information	gobp	Positive Regulation of B Cell Activation (GO:0050871)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Positive Regulation of B Cell Differentiation (GO:0045579)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Positive Regulation of DNA Damage Response, Signal Transduction by P53 Class Mediator (GO:0043517)	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Positive Regulation of DNA-binding Transcription Factor Activity (GO:0051091)	6	47	4	1	ERC1	0.4322316597987274	descriptive target-membership annotation only	0.4591062768245825
HCC38	Q4_low_information	gobp	Positive Regulation of DNA-templated Transcription (GO:0045893)	6	47	23	3	CDKN2A;MAML3;XBP1	0.6460498103249215	descriptive target-membership annotation only	0.6580136957013089
HCC38	Q4_low_information	gobp	Positive Regulation of ERAD Pathway (GO:1904294)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Positive Regulation of MHC Class II Biosynthetic Process (GO:0045348)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Positive Regulation of NF-kappaB Transcription Factor Activity (GO:0051092)	6	47	4	1	ERC1	0.4322316597987274	descriptive target-membership annotation only	0.4591062768245825
HCC38	Q4_low_information	gobp	Positive Regulation of RNA Biosynthetic Process (GO:1902680)	6	47	10	1	CDKN2A	0.7834907385495772	descriptive target-membership annotation only	0.7863501937997581
HCC38	Q4_low_information	gobp	Positive Regulation of T Cell Activation (GO:0050870)	6	47	2	1	XBP1	0.2414431082331175	descriptive target-membership annotation only	0.2964145301969076
HCC38	Q4_low_information	gobp	Positive Regulation of T Cell Differentiation (GO:0045582)	6	47	2	1	XBP1	0.2414431082331175	descriptive target-membership annotation only	0.2964145301969076
HCC38	Q4_low_information	gobp	Positive Regulation of TOR Signaling (GO:0032008)	6	47	2	1	XBP1	0.2414431082331175	descriptive target-membership annotation only	0.2964145301969076
HCC38	Q4_low_information	gobp	Positive Regulation of Angiogenesis (GO:0045766)	6	47	3	1	XBP1	0.3425840271353685	descriptive target-membership annotation only	0.3768424298489053
HCC38	Q4_low_information	gobp	Positive Regulation of Apoptotic Process (GO:0043065)	6	47	3	2	CDKN2A;XBP1	0.0391612704286154	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Positive Regulation of Autophagy (GO:0010508)	6	47	3	1	XBP1	0.3425840271353685	descriptive target-membership annotation only	0.3768424298489053
HCC38	Q4_low_information	gobp	Positive Regulation of Catabolic Process (GO:0009896)	6	47	2	1	XBP1	0.2414431082331175	descriptive target-membership annotation only	0.2964145301969076
HCC38	Q4_low_information	gobp	Positive Regulation of Cell Differentiation (GO:0045597)	6	47	4	1	XBP1	0.4322316597987274	descriptive target-membership annotation only	0.4591062768245825
HCC38	Q4_low_information	gobp	Positive Regulation of Cell Migration (GO:0030335)	6	47	2	1	XBP1	0.2414431082331175	descriptive target-membership annotation only	0.2964145301969076
HCC38	Q4_low_information	gobp	Positive Regulation of Cell Motility (GO:2000147)	6	47	2	1	XBP1	0.2414431082331175	descriptive target-membership annotation only	0.2964145301969076
HCC38	Q4_low_information	gobp	Positive Regulation of Cell Population Proliferation (GO:0008284)	6	47	3	1	XBP1	0.3425840271353685	descriptive target-membership annotation only	0.3768424298489053
HCC38	Q4_low_information	gobp	Positive Regulation of Cellular Process (GO:0048522)	6	47	5	1	XBP1	0.5114551491291375	descriptive target-membership annotation only	0.5327657803428515
HCC38	Q4_low_information	gobp	Positive Regulation of Cytokine Production (GO:0001819)	6	47	5	1	XBP1	0.5114551491291375	descriptive target-membership annotation only	0.5327657803428515
HCC38	Q4_low_information	gobp	Positive Regulation of Developmental Process (GO:0051094)	6	47	6	1	XBP1	0.5812472706821178	descriptive target-membership annotation only	0.5964291023790388
HCC38	Q4_low_information	gobp	Positive Regulation of Endothelial Cell Apoptotic Process (GO:2000353)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Positive Regulation of Epithelial Cell Proliferation (GO:0050679)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Positive Regulation of Fat Cell Differentiation (GO:0045600)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Positive Regulation of Gene Expression (GO:0010628)	6	47	8	1	CDKN2A	0.6961489342144636	descriptive target-membership annotation only	0.703827047459476
HCC38	Q4_low_information	gobp	Positive Regulation of Immune Effector Process (GO:0002699)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Positive Regulation of Immune Response (GO:0050778)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Positive Regulation of Immunoglobulin Production (GO:0002639)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Positive Regulation of Interleukin-6 Production (GO:0032755)	6	47	2	1	XBP1	0.2414431082331175	descriptive target-membership annotation only	0.2964145301969076
HCC38	Q4_low_information	gobp	Positive Regulation of Intracellular Protein Transport (GO:0090316)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Positive Regulation of Intracellular Signal Transduction (GO:1902533)	6	47	11	2	CDKN2A;XBP1	0.4323946389002432	descriptive target-membership annotation only	0.4591062768245825
HCC38	Q4_low_information	gobp	Positive Regulation of Lipid Biosynthetic Process (GO:0046889)	6	47	2	1	XBP1	0.2414431082331175	descriptive target-membership annotation only	0.2964145301969076
HCC38	Q4_low_information	gobp	Positive Regulation of Lymphocyte Differentiation (GO:0045621)	6	47	2	1	XBP1	0.2414431082331175	descriptive target-membership annotation only	0.2964145301969076
HCC38	Q4_low_information	gobp	Positive Regulation of Macromolecule Biosynthetic Process (GO:0010557)	6	47	8	2	CDKN2A;XBP1	0.2671827236937062	descriptive target-membership annotation only	0.3265566622923075
HCC38	Q4_low_information	gobp	Positive Regulation of Multicellular Organismal Process (GO:0051240)	6	47	5	1	XBP1	0.5114551491291375	descriptive target-membership annotation only	0.5327657803428515
HCC38	Q4_low_information	gobp	Positive Regulation of Muscle Cell Apoptotic Process (GO:0010661)	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Positive Regulation of Myeloid Cell Apoptotic Process (GO:0033034)	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Positive Regulation of Nucleocytoplasmic Transport (GO:0046824)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	+ Reg of Phosphatidylinositol 3-Kinase/Prot Kinase B Signal Transduction (GO:0051897)	6	47	3	1	XBP1	0.3425840271353685	descriptive target-membership annotation only	0.3768424298489053
HCC38	Q4_low_information	gobp	Positive Regulation of Phospholipid Biosynthetic Process (GO:0071073)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Positive Regulation of Phosphorylation (GO:0042327)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Positive Regulation of Production of Molecular Mediator of Immune Response (GO:0002702)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Positive Regulation of Programmed Cell Death (GO:0043068)	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Positive Regulation of Proteasomal Protein Catabolic Process (GO:1901800)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Positive Regulation of Protein Acetylation (GO:1901985)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Positive Regulation of Protein Import Into Nucleus (GO:0042307)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Positive Regulation of Protein Localization (GO:1903829)	6	47	3	1	CDKN2A	0.3425840271353685	descriptive target-membership annotation only	0.3768424298489053
HCC38	Q4_low_information	gobp	Positive Regulation of Protein Localization to Nucleus (GO:1900182)	6	47	4	2	CDKN2A;XBP1	0.0736411291452919	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Positive Regulation of Protein Modification by Small Protein Conjugation or Removal (GO:1903322)	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Positive Regulation of Protein Modification Process (GO:0031401)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Positive Regulation of Protein Phosphorylation (GO:0001934)	6	47	2	1	XBP1	0.2414431082331175	descriptive target-membership annotation only	0.2964145301969076
HCC38	Q4_low_information	gobp	Positive Regulation of Response to Endoplasmic Reticulum Stress (GO:1905898)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Positive Regulation of Secretion (GO:0051047)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Positive Regulation of Signal Transduction by P53 Class Mediator (GO:1901798)	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Positive Regulation of Smooth Muscle Cell Apoptotic Process (GO:0034393)	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Positive Regulation of Smooth Muscle Cell Migration (GO:0014911)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Positive Regulation of Smooth Muscle Cell Proliferation (GO:0048661)	6	47	2	1	XBP1	0.2414431082331175	descriptive target-membership annotation only	0.2964145301969076
HCC38	Q4_low_information	gobp	Positive Regulation of Transcription by RNA Polymerase II (GO:0045944)	6	47	19	3	CDKN2A;MAML3;XBP1	0.464936350141694	descriptive target-membership annotation only	0.4917596011114071
HCC38	Q4_low_information	gobp	Positive Regulation of Transcription of Notch Receptor Target (GO:0007221)	6	47	1	1	MAML3	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Positive Regulation of Vascular Associated Smooth Muscle Cell Migration (GO:1904754)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Positive Regulation of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904707)	6	47	2	1	XBP1	0.2414431082331175	descriptive target-membership annotation only	0.2964145301969076
HCC38	Q4_low_information	gobp	Positive Regulation of Vasculature Development (GO:1904018)	6	47	2	1	XBP1	0.2414431082331175	descriptive target-membership annotation only	0.2964145301969076
HCC38	Q4_low_information	gobp	Positive Regulation of Wound Healing (GO:0090303)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Proteasomal Protein Catabolic Process (GO:0010498)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Protein K63-linked Ubiquitination (GO:0070534)	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Protein Destabilization (GO:0031648)	6	47	2	2	CDKN2A;XBP1	0.0138760407030527	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Protein Import Into Peroxisome Matrix (GO:0016558)	6	47	1	1	PEX14	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Protein Localization (GO:0008104)	6	47	2	1	PEX14	0.2414431082331175	descriptive target-membership annotation only	0.2964145301969076
HCC38	Q4_low_information	gobp	Protein Localization to Nucleus (GO:0034504)	6	47	3	1	CDKN2A	0.3425840271353685	descriptive target-membership annotation only	0.3768424298489053
HCC38	Q4_low_information	gobp	Protein Localization to Organelle (GO:0033365)	6	47	2	1	CDKN2A	0.2414431082331175	descriptive target-membership annotation only	0.2964145301969076
HCC38	Q4_low_information	gobp	Protein Metabolic Process (GO:0019538)	6	47	3	1	CDKN2A	0.3425840271353685	descriptive target-membership annotation only	0.3768424298489053
HCC38	Q4_low_information	gobp	Protein Modification by Small Protein Conjugation (GO:0032446)	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Protein Phosphorylation (GO:0006468)	6	47	1	1	ERC1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Protein Polyubiquitination (GO:0000209)	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Protein Stabilization (GO:0050821)	6	47	3	1	CDKN2A	0.3425840271353685	descriptive target-membership annotation only	0.3768424298489053
HCC38	Q4_low_information	gobp	Protein Sumoylation (GO:0016925)	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Protein Transmembrane Import Into Intracellular Organelle (GO:0044743)	6	47	1	1	PEX14	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Protein Ubiquitination (GO:0016567)	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Protein-Containing Complex Assembly (GO:0065003)	6	47	2	1	PEX14	0.2414431082331175	descriptive target-membership annotation only	0.2964145301969076
HCC38	Q4_low_information	gobp	Protein-Containing Complex Disassembly (GO:0032984)	6	47	1	1	PEX14	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Protein-Containing Complex Organization (GO:0043933)	6	47	1	1	PEX14	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Regulation of B Cell Differentiation (GO:0045577)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Regulation of B Cell Proliferation (GO:0030888)	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Regulation of DNA Damage Response, Signal Transduction by P53 Class Mediator (GO:0043516)	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Regulation of DNA-templated Transcription (GO:0006355)	6	47	28	4	CDKN2A;ERC1;PEX14;XBP1	0.5350636498583059	descriptive target-membership annotation only	0.5552547309850344
HCC38	Q4_low_information	gobp	Regulation of ERAD Pathway (GO:1904292)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Regulation of ERK1 and ERK2 Cascade (GO:0070372)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Regulation of G1/S Transition of Mitotic Cell Cycle (GO:2000045)	6	47	2	1	CDKN2A	0.2414431082331175	descriptive target-membership annotation only	0.2964145301969076
HCC38	Q4_low_information	gobp	Regulation of MHC Class II Biosynthetic Process (GO:0045346)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Regulation of RNA Biosynthetic Process (GO:2001141)	6	47	8	1	ERC1	0.6961489342144636	descriptive target-membership annotation only	0.703827047459476
HCC38	Q4_low_information	gobp	Regulation of SMAD Protein Signal Transduction (GO:0060390)	6	47	2	1	XBP1	0.2414431082331175	descriptive target-membership annotation only	0.2964145301969076
HCC38	Q4_low_information	gobp	Regulation of T Cell Differentiation (GO:0045580)	6	47	2	1	XBP1	0.2414431082331175	descriptive target-membership annotation only	0.2964145301969076
HCC38	Q4_low_information	gobp	Regulation of TOR Signaling (GO:0032006)	6	47	2	1	XBP1	0.2414431082331175	descriptive target-membership annotation only	0.2964145301969076
HCC38	Q4_low_information	gobp	Regulation of Angiogenesis (GO:0045765)	6	47	2	1	XBP1	0.2414431082331175	descriptive target-membership annotation only	0.2964145301969076
HCC38	Q4_low_information	gobp	Regulation of Apoptotic Process (GO:0042981)	6	47	10	2	CDKN2A;XBP1	0.3775358733300347	descriptive target-membership annotation only	0.4119935125625378
HCC38	Q4_low_information	gobp	Regulation of Autophagy (GO:0010506)	6	47	4	1	XBP1	0.4322316597987274	descriptive target-membership annotation only	0.4591062768245825
HCC38	Q4_low_information	gobp	Regulation of Cell Cycle (GO:0051726)	6	47	5	1	CDKN2A	0.5114551491291375	descriptive target-membership annotation only	0.5327657803428515
HCC38	Q4_low_information	gobp	Regulation of Cell Cycle G1/S Phase Transition (GO:1902806)	6	47	3	1	CDKN2A	0.3425840271353685	descriptive target-membership annotation only	0.3768424298489053
HCC38	Q4_low_information	gobp	Regulation of Cell Growth (GO:0001558)	6	47	2	2	CDKN2A;XBP1	0.0138760407030527	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Regulation of Cell Migration (GO:0030334)	6	47	3	1	XBP1	0.3425840271353685	descriptive target-membership annotation only	0.3768424298489053
HCC38	Q4_low_information	gobp	Regulation of Cell Population Proliferation (GO:0042127)	6	47	6	2	CDKN2A;XBP1	0.1624945413642356	descriptive target-membership annotation only	0.2675808315878132
HCC38	Q4_low_information	gobp	Regulation of Cell-Matrix Adhesion (GO:0001952)	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Regulation of Cellular Component Organization (GO:0051128)	6	47	2	1	XBP1	0.2414431082331175	descriptive target-membership annotation only	0.2964145301969076
HCC38	Q4_low_information	gobp	Regulation of Cyclin-Dependent Protein Serine/Threonine Kinase Activity (GO:0000079)	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Reg of Endoplasmic Reticulum Stress-Induced Intrinsic Apoptotic Sgnlng Pway (GO:1902235)	6	47	2	1	XBP1	0.2414431082331175	descriptive target-membership annotation only	0.2964145301969076
HCC38	Q4_low_information	gobp	Regulation of Endoplasmic Reticulum Unfolded Protein Response (GO:1900101)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Regulation of Endothelial Cell Apoptotic Process (GO:2000351)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Regulation of Establishment of Protein Localization to Mitochondrion (GO:1903747)	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Regulation of Fat Cell Differentiation (GO:0045598)	6	47	2	1	XBP1	0.2414431082331175	descriptive target-membership annotation only	0.2964145301969076
HCC38	Q4_low_information	gobp	Regulation of Gene Expression (GO:0010468)	6	47	17	2	CDKN2A;ERC1	0.7190820495469505	descriptive target-membership annotation only	0.7243500499099319
HCC38	Q4_low_information	gobp	Regulation of Hepatocyte Proliferation (GO:2000345)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Regulation of Immature T Cell Proliferation in Thymus (GO:0033084)	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Regulation of Immunoglobulin Production (GO:0002637)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Regulation of Interleukin-6 Production (GO:0032675)	6	47	2	1	XBP1	0.2414431082331175	descriptive target-membership annotation only	0.2964145301969076
HCC38	Q4_low_information	gobp	Regulation of Intracellular Protein Transport (GO:0033157)	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Regulation of Mitochondrial Membrane Potential (GO:0051881)	6	47	2	1	CDKN2A	0.2414431082331175	descriptive target-membership annotation only	0.2964145301969076
HCC38	Q4_low_information	gobp	Regulation of Mitotic Cell Cycle Phase Transition (GO:1901990)	6	47	2	1	CDKN2A	0.2414431082331175	descriptive target-membership annotation only	0.2964145301969076
HCC38	Q4_low_information	gobp	Regulation of Myotube Differentiation (GO:0010830)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Regulation of Nucleocytoplasmic Transport (GO:0046822)	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Regulation of Phosphatidylinositol 3-Kinase/Protein Kinase B Signal Transduction (GO:0051896)	6	47	3	1	XBP1	0.3425840271353685	descriptive target-membership annotation only	0.3768424298489053
HCC38	Q4_low_information	gobp	Regulation of Phosphorylation (GO:0042325)	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Regulation of Protein Acetylation (GO:1901983)	6	47	2	1	XBP1	0.2414431082331175	descriptive target-membership annotation only	0.2964145301969076
HCC38	Q4_low_information	gobp	Regulation of Protein Binding (GO:0043393)	6	47	1	1	PEX14	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Regulation of Protein Export From Nucleus (GO:0046825)	6	47	2	1	CDKN2A	0.2414431082331175	descriptive target-membership annotation only	0.2964145301969076
HCC38	Q4_low_information	gobp	Regulation of Protein Import Into Nucleus (GO:0042306)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Regulation of Protein Localization to Nucleus (GO:1900180)	6	47	3	1	CDKN2A	0.3425840271353685	descriptive target-membership annotation only	0.3768424298489053
HCC38	Q4_low_information	gobp	Regulation of Protein Phosphorylation (GO:0001932)	6	47	3	1	XBP1	0.3425840271353685	descriptive target-membership annotation only	0.3768424298489053
HCC38	Q4_low_information	gobp	Regulation of Protein Sumoylation (GO:0033233)	6	47	2	1	CDKN2A	0.2414431082331175	descriptive target-membership annotation only	0.2964145301969076
HCC38	Q4_low_information	gobp	Regulation of Protein Targeting (GO:1903533)	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Regulation of Protein Targeting to Mitochondrion (GO:1903214)	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Regulation of Proteolysis Involved in Protein Catabolic Process (GO:1903050)	6	47	2	1	CDKN2A	0.2414431082331175	descriptive target-membership annotation only	0.2964145301969076
HCC38	Q4_low_information	gobp	Regulation of Signal Transduction by P53 Class Mediator (GO:1901796)	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Regulation of Smooth Muscle Cell Apoptotic Process (GO:0034391)	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Regulation of Transcription by RNA Polymerase II (GO:0006357)	6	47	32	3	CDKN2A;MAML3;XBP1	0.9275310165528096	descriptive target-membership annotation only	0.9275310165528096
HCC38	Q4_low_information	gobp	Regulation of Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0017015)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Regulation of Ubiquitin Protein Ligase Activity (GO:1904666)	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Regulation of Ubiquitin-Dependent Protein Catabolic Process (GO:2000058)	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Regulation of Ubiquitin-Protein Transferase Activity (GO:0051438)	6	47	1	1	CDKN2A	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
HCC38	Q4_low_information	gobp	Regulation of Vascular Associated Smooth Muscle Cell Migration (GO:1904752)	6	47	1	1	XBP1	0.1276595744680851	descriptive target-membership annotation only	0.2127659574468085
